from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510070200,39.298573700000006,-76.5833857,western_h,39.347161199999995,-76.6425979,1,06:50:55,48.6,10475,1,WALK,2.4,0.0,134,,LINESTRING (-76.5836223 39.2987964, -76.5830597 39.2988184, -76.5830222 39.29882, -76.5829473 39.298823, -76.5825344 39.2988396, -76.5823929 39.2988453, -76.5822988 39.2988484, -76.5822895 39.2987759, -76.5822206 39.2987795, -76.582203 39.298725)
x24510070200,39.298573700000006,-76.5833857,western_h,39.347161199999995,-76.6425979,1,06:50:55,48.6,10475,2,BUS,19.7,1.8,5466,11638,LINESTRING (-76.58229152958751 39.298715683459044, -76.5823 39.29885, -76.58237 39.29989, -76.58307 39.29987, -76.58377 39.29984, -76.58447 39.29981, -76.58519 39.29978, -76.5856740894866 39.29976726080298, -76.5856740894866 39.29976726080298, -76.58595 39.29976, -76.58672 39.29972, -76.58732 39.2997, -76.58774574421167 39.299678712789415, -76.58774574421167 39.299678712789415, -76.58792 39.29967, -76.58875 39.29964, -76.58943593627811 39.299609513943196, -76.58943593627811 39.299609513943196, -76.58965 39.2996, -76.58970049712121 39.30037188456714, -76.58970049712121 39.30037188456714, -76.58972 39.30067, -76.58980064057111 39.30189752869367, -76.58980064057111 39.30189752869367, -76.58981 39.30204, -76.58989012210012 39.30326853886843, -76.58989012210012 39.30326853886843, -76.5899 39.30342, -76.58994 39.3043, -76.58995 39.30447, -76.58996 39.30463, -76.5899788888222 39.30491333233297, -76.5899788888222 39.30491333233297, -76.59002 39.30553, -76.59004 39.30606, -76.59008 39.30658, -76.59011 39.30711, -76.5901184674871 39.3073640246129, -76.5901184674871 39.3073640246129, -76.59012 39.30741, -76.59014 39.30766, -76.59016 39.30819, -76.59018844219207 39.30855974849701, -76.59018844219207 39.30855974849701, -76.5902 39.30871, -76.59026 39.30977, -76.59033 39.31083, -76.59034889174103 39.31112046051845, -76.59034889174103 39.31112046051845, -76.59041 39.31206, -76.59042 39.31232, -76.59105 39.31229, -76.59147607079267 39.31227120275915, -76.59147607079267 39.31227120275915, -76.59173 39.31226, -76.59237 39.31224, -76.59306 39.31221, -76.59416 39.31216, -76.59446 39.31215, -76.59502 39.31213, -76.5951 39.31213, -76.59524 39.31212, -76.59537775930018 39.312113738213625, -76.59537775930018 39.312113738213625, -76.5959 39.31209, -76.59648 39.31206, -76.59707 39.31203, -76.59773 39.312, -76.59844 39.31197, -76.59937 39.31191, -76.5992 39.3125, -76.59904 39.31297, -76.59885 39.31328, -76.59873 39.31345, -76.59865 39.31353, -76.59828 39.31387, -76.59804828615725 39.31408767057955, -76.59804828615725 39.31408767057955, -76.59795 39.31418, -76.59782 39.3143, -76.59758 39.31456, -76.59748 39.31466, -76.59713 39.31503, -76.59692 39.31522, -76.59646 39.31568, -76.59633 39.3158, -76.59591 39.3162, -76.59546 39.31663, -76.59578196748734 39.31671049187184, -76.59578196748734 39.31671049187184, -76.5959 39.31674, -76.59651 39.31691, -76.59689 39.317, -76.59731 39.3171, -76.59775 39.31722, -76.59799855475903 39.31727084074616, -76.59799855475903 39.31727084074616, -76.59819 39.31731, -76.59874 39.31745, -76.59908 39.31753, -76.59995 39.31773, -76.60105 39.31798, -76.60198467201889 39.318220608638526, -76.60198467201889 39.318220608638526, -76.60206 39.31824, -76.60225 39.31827, -76.60251 39.31833, -76.60277 39.31837, -76.60313 39.31837, -76.60339 39.31837, -76.60374 39.31835, -76.60441 39.31831, -76.6048 39.3183, -76.60490868706286 39.31829463273764, -76.60490868706286 39.31829463273764, -76.60561 39.31826, -76.60573 39.31825, -76.60663 39.31822, -76.60702 39.31821, -76.60776 39.31818, -76.60838 39.31816, -76.60893 39.31814, -76.60945 39.31812, -76.60957826170564 39.31811374333143, -76.60957826170564 39.31811374333143, -76.60986 39.3181, -76.61039 39.31808, -76.6111 39.31804, -76.61135 39.31803, -76.61212 39.318, -76.61285 39.31799, -76.61354 39.31796, -76.61422 39.31794, -76.61481 39.31792, -76.61537 39.3179, -76.617 39.31785, -76.61707230648592 39.31784780889436)
x24510070200,39.298573700000006,-76.5833857,western_h,39.347161199999995,-76.6425979,1,06:50:55,48.6,10475,3,WALK,1.1,0.0,125,,LINESTRING (-76.617073 39.317886, -76.6171006 39.3179205, -76.6171034 39.3178399, -76.6170984 39.3177359, -76.6169843 39.3177355, -76.6169132 39.3177378, -76.6168834 39.3177388, -76.6168724 39.3175619, -76.6168383 39.3170084)
x24510070200,39.298573700000006,-76.5833857,western_h,39.347161199999995,-76.6425979,1,06:50:55,48.6,10475,4,BUS,14.0,7.1,4609,11744,LINESTRING (-76.61698000738622 39.317550110793114, -76.617 39.31785, -76.61703 39.31843, -76.61707 39.31915, -76.61709 39.31935, -76.61717 39.32064, -76.61725 39.32192, -76.61733 39.32319, -76.6174 39.3241, -76.61742 39.32446, -76.6175 39.3257, -76.6175 39.32576, -76.61751 39.32584, -76.61754 39.32634, -76.61757 39.32686, -76.61758 39.32703, -76.61766 39.3281, -76.61771 39.32919, -76.61772 39.32942, -76.61796 39.33251, -76.61797 39.33264, -76.61897 39.33332, -76.61928 39.33352, -76.61974 39.33383, -76.62 39.33401, -76.62044 39.33429, -76.62082 39.33454, -76.6214 39.33492, -76.62149 39.33498, -76.62302 39.33598, -76.62311 39.33604, -76.62341 39.33621, -76.62384 39.33648, -76.62446 39.33691, -76.62461 39.337, -76.62508 39.33726, -76.62529 39.33732, -76.62536 39.33734, -76.62544 39.33736, -76.62557 39.33737, -76.62715 39.33728, -76.62811 39.33723, -76.62843 39.33722, -76.62903 39.33719, -76.62942 39.33717, -76.6295 39.33717, -76.62962 39.33716, -76.62973 39.33716, -76.63002 39.33715, -76.63033 39.33713, -76.63043 39.33713, -76.631 39.33711, -76.63116 39.3371, -76.63119 39.3371, -76.63163 39.33708, -76.63271 39.33706, -76.63288 39.33707, -76.63304 39.33712, -76.63415 39.33739, -76.63529 39.33764, -76.63602 39.3378, -76.63637 39.33786, -76.63663 39.33786, -76.6369 39.3378, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.63942 39.34093, -76.6395 39.3411, -76.63966 39.3415, -76.63973 39.34173, -76.63981 39.34195, -76.63991 39.34226, -76.63998 39.34245, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64075 39.34489, -76.64079 39.345, -76.64085 39.34518, -76.6411 39.34598, -76.64185 39.34581)
x24510070200,39.298573700000006,-76.5833857,western_h,39.347161199999995,-76.6425979,1,06:50:55,48.6,10475,5,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
