from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510080101,39.3268297,-76.5741857,western_h,39.347161199999995,-76.6425979,1,07:07:58,41.5,8435,1,WALK,9.9,0.0,596,,LINESTRING (-76.5746376 39.3272085, -76.5739655 39.3267647, -76.573311 39.3263337, -76.5736138 39.3260344, -76.5744294 39.3252296, -76.5747462 39.3249426, -76.5754637 39.3243594, -76.5757029 39.3241476, -76.5762496 39.3236419, -76.5765186 39.3233854, -76.5764214 39.3233215, -76.57641 39.323384)
x24510080101,39.3268297,-76.5741857,western_h,39.347161199999995,-76.6425979,1,07:07:58,41.5,8435,2,BUS,27.8,1.3,7698,11639,LINESTRING (-76.57643541576982 39.3233186208719, -76.57653 39.32338, -76.57691 39.32362, -76.57721 39.32382, -76.57776 39.32418, -76.57813 39.32442, -76.5784 39.32458, -76.57875493064284 39.324818660259844, -76.57875493064284 39.324818660259844, -76.57898 39.32497, -76.58054590512812 39.32599562207222, -76.58054590512812 39.32599562207222, -76.58069 39.32609, -76.5808 39.32616, -76.58196 39.3269, -76.58304 39.32757, -76.58368 39.328, -76.58396 39.32769, -76.58423 39.32739, -76.58443333883048 39.32715386458397, -76.58443333883048 39.32715386458397, -76.58454 39.32703, -76.58509 39.32632, -76.58541 39.32592, -76.58609 39.3251, -76.58631 39.32482, -76.58676 39.32428, -76.58682 39.32421, -76.58695 39.32405, -76.58714 39.32382, -76.58724 39.32372, -76.58741 39.32357, -76.58763 39.3234, -76.58786 39.32324, -76.5882 39.32304, -76.5882071437329 39.32303553516693, -76.5882071437329 39.32303553516693, -76.58852 39.32284, -76.58928 39.32235, -76.58957 39.32214, -76.58996 39.32186, -76.59009 39.32175, -76.59024 39.32161, -76.59044 39.32142, -76.590505600003 39.32135738181532, -76.590505600003 39.32135738181532, -76.59066 39.32121, -76.59069 39.32137, -76.59085 39.32151, -76.5913 39.32186, -76.59187 39.32229, -76.59227 39.32262, -76.59241 39.32276, -76.59255 39.32291, -76.59274 39.32312, -76.59282 39.32323, -76.5928594521296 39.323290117530824, -76.5928594521296 39.323290117530824, -76.59303 39.32355, -76.59318 39.32385, -76.59329 39.32416, -76.59337440469027 39.324469483864306, -76.59337440469027 39.324469483864306, -76.59341 39.3246, -76.59358 39.32524, -76.59363 39.3254, -76.59381 39.32594, -76.59399 39.32631, -76.59416 39.32665, -76.5942 39.32672, -76.5943 39.32689, -76.59431496240855 39.326917787330146, -76.59431496240855 39.326917787330146, -76.59437 39.32702, -76.59455 39.32733, -76.59474 39.32755, -76.59495 39.32773, -76.59506 39.32785, -76.59509 39.32793, -76.59512 39.32799, -76.59513 39.32833, -76.59512 39.3285, -76.59534 39.3285, -76.59662 39.3285, -76.59760999997854 39.3285, -76.59760999997854 39.3285, -76.59788 39.3285, -76.59927 39.3285, -76.5994 39.3285, -76.59983887659908 39.328497805617005, -76.59983887659908 39.328497805617005, -76.6014 39.32849, -76.6015560000068 39.32849, -76.6015560000068 39.32849, -76.60167 39.32849, -76.60320799999236 39.32849, -76.60320799999236 39.32849, -76.60359 39.32849, -76.60452 39.3285, -76.60504 39.3285, -76.6053 39.3285, -76.60609 39.3285, -76.60633 39.3285, -76.6067169999975 39.3285, -76.6067169999975 39.3285, -76.60674 39.3285, -76.60708 39.3285, -76.60842 39.3285, -76.60944 39.32849, -76.61016207381427 39.328463256525396, -76.61016207381427 39.328463256525396, -76.61025 39.32846, -76.61108 39.32843, -76.61121 39.32843, -76.61164 39.32873, -76.61218 39.32906, -76.61276 39.3294, -76.6136 39.3299, -76.61373651602834 39.32998273698688, -76.61373651602834 39.32998273698688, -76.61393 39.3301, -76.61437 39.33038, -76.61459 39.33051, -76.61473 39.3306, -76.61505 39.3308, -76.61517 39.33088, -76.61546754154443 39.33107252688169, -76.61546754154443 39.33107252688169, -76.61551 39.3311, -76.61609 39.33147, -76.61623 39.33155, -76.61671777963818 39.33184849201739, -76.61671777963818 39.33184849201739, -76.6169 39.33196, -76.61705 39.33205, -76.61742 39.33229, -76.61766516814112 39.332444365125895, -76.61766516814112 39.332444365125895, -76.61769 39.33246, -76.61797 39.33264, -76.61897 39.33332, -76.61928 39.33352, -76.61974 39.33383, -76.62 39.33401, -76.62015117651463 39.33410620323658, -76.62015117651463 39.33410620323658, -76.62044 39.33429, -76.62082 39.33454, -76.6214 39.33492, -76.62149 39.33498, -76.6228421565926 39.33586376247883, -76.6228421565926 39.33586376247883, -76.62302 39.33598, -76.62311 39.33604, -76.62341 39.33621, -76.62384 39.33648, -76.62446 39.33691, -76.62461 39.337, -76.62508 39.33726, -76.62529 39.33732, -76.62536 39.33734, -76.62544 39.33736, -76.62557 39.33737, -76.62715 39.33728, -76.62811 39.33723, -76.62819983205796 39.33722719274819, -76.62819983205796 39.33722719274819, -76.62843 39.33722, -76.62903 39.33719, -76.62942 39.33717, -76.6295 39.33717, -76.62962 39.33716, -76.62973 39.33716, -76.63002 39.33715, -76.63011563103407 39.33714383025587, -76.63011563103407 39.33714383025587, -76.63033 39.33713, -76.63043 39.33713, -76.631 39.33711, -76.63105248099804 39.33710671993762, -76.63105248099804 39.33710671993762, -76.63116 39.3371, -76.63119 39.3371, -76.63163 39.33708, -76.63247726019621 39.337064309996364, -76.63247726019621 39.337064309996364, -76.63271 39.33706, -76.63288 39.33707, -76.63304 39.33712, -76.63415 39.33739, -76.63529 39.33764, -76.63546415770247 39.337678171551225, -76.63546415770247 39.337678171551225, -76.63602 39.3378, -76.63637 39.33786, -76.63663 39.33786, -76.6369 39.3378, -76.63700740720257 39.3377594239457, -76.63700740720257 39.3377594239457, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.63942 39.34093, -76.6395 39.3411, -76.63966 39.3415, -76.63973 39.34173, -76.63981 39.34195, -76.63991 39.34226, -76.63998 39.34245, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64075 39.34489, -76.64079 39.345, -76.64085 39.34518, -76.6411 39.34598)
x24510080101,39.3268297,-76.5741857,western_h,39.347161199999995,-76.6425979,1,07:07:58,41.5,8435,3,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
