from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510270903,39.3409577,-76.5856857,western_h,39.347161199999995,-76.6425979,1,07:19:11,34.3,6641,1,WALK,7.7,0.0,442,,LINESTRING (-76.5855433 39.340927, -76.5855015 39.3409688, -76.5854589 39.341013, -76.5854455 39.3410415, -76.5854384 39.3410565, -76.5854384 39.3410834, -76.5854384 39.3411117, -76.5854387 39.3411272, -76.5854396 39.3411958, -76.5853695 39.3412092, -76.5853474 39.3412318, -76.5852978 39.3412761, -76.5852745 39.3413194, -76.585252 39.341361, -76.5852278 39.3413964, -76.5851535 39.3415046, -76.5850238 39.3417458, -76.5849778 39.3418138, -76.584914 39.3418502, -76.584847 39.3418221, -76.5846732 39.3414982, -76.5846076 39.3414389, -76.5845647 39.3413932, -76.5842294 39.3411318, -76.5840899 39.3410136, -76.5840389 39.3409369, -76.5839853 39.3408103, -76.5839585 39.340746, -76.5839209 39.3407004, -76.5837922 39.3405531, -76.5837053 39.3404663, -76.5836737 39.3404347, -76.58381 39.340419, -76.5838743 39.340409, -76.5839895 39.3403951, -76.584266 39.340341, -76.584432 39.340293, -76.584652 39.340226, -76.5848397 39.3401573, -76.5849923 39.3401014, -76.585006 39.340164)
x24510270903,39.3409577,-76.5856857,western_h,39.347161199999995,-76.6425979,1,07:19:11,34.3,6641,2,BUS,22.7,1.5,6058,11641,LINESTRING (-76.58499064250947 39.34008504118442, -76.58516 39.34003, -76.58537 39.33997, -76.58561 39.33991, -76.58587 39.33988, -76.58611 39.33986, -76.58635 39.33986, -76.58746279836654 39.33993570056915, -76.58746279836654 39.33993570056915, -76.58782 39.33996, -76.58766 39.34041, -76.58749 39.34083, -76.5874 39.34106, -76.58735 39.34118, -76.58707 39.34193, -76.58701 39.3421, -76.58689 39.34251, -76.58682 39.34277, -76.58664 39.34345, -76.58632 39.34459, -76.58628267542005 39.34471856244206, -76.58628267542005 39.34471856244206, -76.58614 39.34521, -76.58597 39.34582, -76.58613 39.34589, -76.5878 39.34598, -76.58929 39.34605, -76.59138 39.34612, -76.59199 39.34614, -76.59216 39.34612, -76.59223 39.34611, -76.59259 39.34613, -76.59273700000286 39.34613, -76.59273700000286 39.34613, -76.59289 39.34613, -76.59322 39.3461, -76.5935 39.34603, -76.59375 39.34594, -76.59426 39.34571, -76.59547 39.34517, -76.59588 39.34499, -76.59615 39.34492, -76.59643 39.34487, -76.59662 39.34486, -76.59707 39.34489, -76.5976 39.34494, -76.59793362961858 39.3449675473997, -76.59793362961858 39.3449675473997, -76.59869 39.34503, -76.59901 39.34507, -76.59946518371582 39.34511685714722, -76.59946518371582 39.34511685714722, -76.59969 39.34514, -76.60033 39.3452, -76.60164 39.34531, -76.60210294067055 39.345353857537205, -76.60210294067055 39.345353857537205, -76.60259 39.3454, -76.60418 39.34556, -76.6045 39.34561, -76.60491 39.34573, -76.60548 39.34586, -76.60593 39.34593, -76.60625 39.34596, -76.60704 39.34604, -76.60750138398588 39.34609198692799, -76.60750138398588 39.34609198692799, -76.60775 39.34612, -76.60819 39.34615, -76.60869 39.34616, -76.60909 39.34616, -76.60910700000088 39.34616, -76.60910700000088 39.34616, -76.6096 39.34616, -76.60987 39.34616, -76.61069 39.34616, -76.61189 39.34612, -76.6125 39.34612, -76.61285 39.34611, -76.61314 39.3461, -76.61359 39.34604, -76.61407 39.34595, -76.61478 39.34577, -76.61628 39.3454, -76.61662007912636 39.34535276678801, -76.61662007912636 39.34535276678801, -76.61664 39.34535, -76.61711 39.34531, -76.6178 39.3453, -76.61818 39.34535, -76.61866 39.34542, -76.6196 39.3455, -76.62014 39.34552, -76.62053 39.34551, -76.62095 39.34547, -76.62135297699929 39.34541800296783, -76.62135297699929 39.34541800296783, -76.62157 39.34539, -76.62188 39.34534, -76.6221 39.34531, -76.62233 39.34529, -76.62264 39.34527, -76.62298 39.34525, -76.62302 39.34525, -76.62348 39.34522, -76.62352 39.34522, -76.62444 39.34516, -76.62487 39.34513, -76.62521 39.34511, -76.62559 39.34508, -76.62594 39.34506, -76.62621 39.34504, -76.62635 39.34503, -76.62659 39.34502, -76.62707 39.34498, -76.628 39.3449, -76.62828615686 39.344868204793336, -76.62828615686 39.344868204793336, -76.62845 39.34485, -76.62892 39.3448, -76.62988 39.34469, -76.63101 39.34457, -76.63164 39.34453, -76.63232 39.34447, -76.63279 39.34442, -76.633 39.34439, -76.63373 39.3443, -76.63439 39.34423, -76.63466 39.3442, -76.63525 39.34409, -76.63541 39.34404, -76.63606943111776 39.34380686778665, -76.63606943111776 39.34380686778665, -76.6364 39.34369, -76.63699 39.34347, -76.63757 39.34327, -76.6379 39.34316, -76.6381 39.34311, -76.63841 39.34306, -76.63863 39.34304, -76.63899 39.34304, -76.63934 39.34307, -76.63962 39.34312, -76.63993 39.34322, -76.64004621587128 39.34326648634851, -76.64004621587128 39.34326648634851, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.6411 39.34598, -76.64185 39.34581)
x24510270903,39.3409577,-76.5856857,western_h,39.347161199999995,-76.6425979,1,07:19:11,34.3,6641,3,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
