from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510010400,39.282679699999996,-76.5810857,western_h,39.347161199999995,-76.6425979,1,06:44:02,55.6,11969,1,WALK,4.4,0.0,265,,LINESTRING (-76.5808471 39.2827, -76.5812521 39.2826937, -76.5812123 39.2820722, -76.5812863 39.2820698, -76.5815931 39.2820598, -76.5818977 39.2820453, -76.5819746 39.2820413, -76.5822115 39.2820291, -76.5824758 39.2820112, -76.5825388 39.282049, -76.5826544 39.2821203, -76.5827543 39.2821796, -76.5827826 39.2822094, -76.5829399 39.2823017, -76.582937 39.28231)
x24510010400,39.282679699999996,-76.5810857,western_h,39.347161199999995,-76.6425979,1,06:44:02,55.6,11969,2,BUS,22.4,1.2,5882,11736,LINESTRING (-76.58263 39.28199, -76.58389 39.28276, -76.58458 39.28319, -76.58506 39.28347, -76.58577 39.28393, -76.58698 39.28464, -76.58714 39.28472, -76.58736 39.2848, -76.58736 39.2848, -76.58778 39.28479, -76.58873 39.28474, -76.58876 39.28525, -76.58879 39.2858, -76.58879 39.2858, -76.5888 39.28599, -76.58882 39.28622, -76.58884 39.28663, -76.58885 39.2868, -76.58888 39.2872, -76.58892 39.28784, -76.58892 39.28784, -76.58898 39.28878, -76.58901 39.28944, -76.58901 39.28944, -76.58903 39.28966, -76.58911 39.29056, -76.58915 39.29133, -76.58917 39.29173, -76.58919 39.29216, -76.58923 39.29286, -76.58927 39.29335, -76.58928 39.29378, -76.5893 39.29416, -76.5893 39.29416, -76.58939 39.29533, -76.58939 39.29533, -76.58948 39.29644, -76.58951 39.29696, -76.58955 39.29746, -76.58956 39.2977, -76.58959 39.29855, -76.58959 39.29855, -76.5896 39.29876, -76.58962 39.29899, -76.58964 39.29942, -76.58964 39.29942, -76.58965 39.2996, -76.58972 39.30067, -76.58972 39.30067, -76.58981 39.30204, -76.58981 39.30204, -76.5899 39.30342, -76.5899 39.30342, -76.58994 39.3043, -76.58995 39.30447, -76.58996 39.30463, -76.58996 39.30463, -76.59002 39.30553, -76.59004 39.30606, -76.59008 39.30658, -76.59011 39.30711, -76.59012 39.30741, -76.59012 39.30741, -76.59014 39.30766, -76.59016 39.30819, -76.5902 39.30871, -76.5902 39.30871, -76.59026 39.30977, -76.59033 39.31083, -76.59033 39.31083, -76.59041 39.31206, -76.59042 39.31232, -76.59105 39.31229, -76.59173 39.31226, -76.59173 39.31226, -76.59237 39.31224, -76.59306 39.31221, -76.59416 39.31216, -76.59446 39.31215, -76.59502 39.31213, -76.5951 39.31213, -76.59524 39.31212, -76.59524 39.31212, -76.5959 39.31209, -76.59648 39.31206, -76.59707 39.31203, -76.59773 39.312, -76.59844 39.31197, -76.59937 39.31191, -76.59937 39.31191, -76.60068 39.31187, -76.60087 39.31187, -76.60167 39.31183, -76.60264 39.31178, -76.60264 39.31178, -76.60414 39.31175, -76.60515 39.31169, -76.60612 39.31165, -76.60713 39.31158, -76.60713 39.31158, -76.6083 39.31152, -76.60881 39.31148, -76.60947 39.31142, -76.60978 39.31144, -76.60978 39.31144, -76.61023 39.31142, -76.61094 39.31138, -76.61181 39.31135, -76.61242 39.31132, -76.61242 39.31132, -76.61328 39.31129, -76.61379 39.31127, -76.61445 39.31125, -76.61496 39.31123, -76.61574 39.3112)
x24510010400,39.282679699999996,-76.5810857,western_h,39.347161199999995,-76.6425979,1,06:44:02,55.6,11969,3,WALK,4.2,0.0,306,,LINESTRING (-76.6153609 39.311289, -76.6153593 39.311215, -76.615392 39.3112139, -76.6157393 39.3112015, -76.6161058 39.3111885, -76.6163972 39.3111781, -76.6164333 39.3111768, -76.6164294 39.3111418, -76.6164256 39.3111067, -76.6164258 39.311036, -76.6164217 39.3109685, -76.6165483 39.3109638, -76.6165478 39.3109548, -76.6165472 39.3109451, -76.6165465 39.3109353, -76.6165443 39.3108986, -76.6165119 39.3103762, -76.6164301 39.3103783, -76.6164146 39.3103787, -76.6164159 39.310402, -76.616433 39.3106738, -76.616448 39.3109118, -76.616448 39.3109261, -76.6164416 39.3109366, -76.61642 39.3109397, -76.616034 39.3109493)
x24510010400,39.282679699999996,-76.5810857,western_h,39.347161199999995,-76.6425979,1,06:44:02,55.6,11969,4,BUS,16.0,5.0,5375,11744,LINESTRING (-76.61653286449135 39.31066586615443, -76.61655 39.31102, -76.61656 39.31118, -76.61661424173712 39.31198587723732, -76.61661424173712 39.31198587723732, -76.61663 39.31222, -76.61669 39.31323, -76.616733175565 39.31394239682257, -76.616733175565 39.31394239682257, -76.61675 39.31422, -76.61682 39.31525, -76.6169 39.31634, -76.61696 39.31725, -76.61698000738622 39.317550110793114, -76.61698000738622 39.317550110793114, -76.61698000738622 39.317550110793114, -76.61698000738622 39.317550110793114, -76.617 39.31785, -76.61703 39.31843, -76.61707 39.31915, -76.61709 39.31935, -76.61717 39.32064, -76.61725 39.32192, -76.61733 39.32319, -76.6174 39.3241, -76.61742 39.32446, -76.6175 39.3257, -76.6175 39.32576, -76.61751 39.32584, -76.61754 39.32634, -76.61757 39.32686, -76.61758 39.32703, -76.61766 39.3281, -76.61771 39.32919, -76.61772 39.32942, -76.61796 39.33251, -76.61797 39.33264, -76.61897 39.33332, -76.61928 39.33352, -76.61974 39.33383, -76.62 39.33401, -76.62044 39.33429, -76.62082 39.33454, -76.6214 39.33492, -76.62149 39.33498, -76.62302 39.33598, -76.62311 39.33604, -76.62341 39.33621, -76.62384 39.33648, -76.62446 39.33691, -76.62461 39.337, -76.62508 39.33726, -76.62529 39.33732, -76.62536 39.33734, -76.62544 39.33736, -76.62557 39.33737, -76.62715 39.33728, -76.62811 39.33723, -76.62843 39.33722, -76.62903 39.33719, -76.62942 39.33717, -76.6295 39.33717, -76.62962 39.33716, -76.62973 39.33716, -76.63002 39.33715, -76.63033 39.33713, -76.63043 39.33713, -76.631 39.33711, -76.63116 39.3371, -76.63119 39.3371, -76.63163 39.33708, -76.63271 39.33706, -76.63288 39.33707, -76.63304 39.33712, -76.63415 39.33739, -76.63529 39.33764, -76.63602 39.3378, -76.63637 39.33786, -76.63663 39.33786, -76.6369 39.3378, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.63942 39.34093, -76.6395 39.3411, -76.63966 39.3415, -76.63973 39.34173, -76.63981 39.34195, -76.63991 39.34226, -76.63998 39.34245, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64075 39.34489, -76.64079 39.345, -76.64085 39.34518, -76.6411 39.34598, -76.64185 39.34581)
x24510010400,39.282679699999996,-76.5810857,western_h,39.347161199999995,-76.6425979,1,06:44:02,55.6,11969,5,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
