from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510280101,39.3550857,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:58,39.4,7667,1,WALK,11.1,0.0,653,,LINESTRING (-76.7072488 39.3550899, -76.7074037 39.3549691, -76.7075619 39.3548457, -76.7077028 39.3547358, -76.7066541 39.3540307, -76.7058592 39.3535201, -76.7057705 39.353563, -76.7057049 39.3535324, -76.7056205 39.3534931, -76.7056118 39.3534904, -76.7063515 39.3529669, -76.7064559 39.352893, -76.7064365 39.3528755, -76.705885 39.3526494, -76.7057109 39.3525537, -76.7056407 39.3525166, -76.7050509 39.3522039, -76.7049545 39.3521505, -76.7050071 39.3520905, -76.7049947 39.3520832, -76.7049732 39.3521082, -76.7047863 39.3520057, -76.7041768 39.3516716, -76.7040382 39.3515956, -76.7040339 39.351609)
x24510280101,39.3550857,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:58,39.4,7667,2,SUBWAY,3.8,1.1,3314,11682,LINESTRING (-76.70404914475851 39.351550133515175, -76.70384 39.35146, -76.703553 39.351378, -76.70348 39.35131, -76.703396 39.351218, -76.7022 39.35053, -76.701019 39.349848, -76.697997 39.348165, -76.695988 39.347107, -76.69582 39.34702, -76.69563 39.34693, -76.695395 39.346832, -76.694935 39.346473, -76.6946 39.3464, -76.694604 39.346287, -76.69413 39.34608, -76.693679 39.345884, -76.6936 39.34579, -76.693492 39.345671, -76.691836 39.344865, -76.69121018457417 39.34448685476392, -76.69121018457417 39.34448685476392, -76.689951 39.343726, -76.685746 39.342207, -76.680225 39.340524, -76.677246 39.33953, -76.673645 39.337086, -76.672408 39.336253, -76.6717247290127 39.335932063221456)
x24510280101,39.3550857,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:58,39.4,7667,3,WALK,5.1,0.0,302,,LINESTRING (-76.671734 39.335899, -76.6717682 39.335869, -76.6716876 39.3358167, -76.6715935 39.3357477, -76.6716095 39.3357407, -76.6716798 39.3356752, -76.6718013 39.3355915, -76.6718693 39.3354764, -76.6719787 39.3355638, -76.6719923 39.3355749, -76.6720085 39.3355877, -76.6720038 39.335666, -76.6720181 39.3357029, -76.6720657 39.3357545, -76.6722456 39.3358742, -76.672916 39.3363213, -76.6730251 39.336394, -76.6730539 39.3364132, -76.6729849 39.3364745, -76.6730098 39.3364917, -76.6732104 39.3366203, -76.6732573 39.3366828, -76.6732627 39.3366899, -76.6732961 39.3367337, -76.6733081 39.336747, -76.6730709 39.3368384, -76.6729117 39.3368999)
x24510280101,39.3550857,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:58,39.4,7667,4,BUS,8.6,3.2,3027,11641,LINESTRING (-76.67309038361847 39.33691984655261, -76.67299 39.33696, -76.67273 39.33707, -76.6724 39.3372, -76.67108 39.33768, -76.67078491314412 39.33779491363138, -76.67078491314412 39.33779491363138, -76.669 39.33849, -76.66838 39.33871, -76.66826 39.33875, -76.66794872391462 39.33888834492683, -76.66794872391462 39.33888834492683, -76.6679 39.33891, -76.66726 39.33922, -76.66694 39.33938, -76.66653293028712 39.33957539346218, -76.66653293028712 39.33957539346218, -76.66644 39.33962, -76.66636 39.33966, -76.66568 39.33997, -76.66543 39.34009, -76.66528 39.3402, -76.66512 39.34032, -76.66488 39.34049, -76.66464 39.34063, -76.6644 39.34076, -76.66425073764324 39.3408197049427, -76.66425073764324 39.3408197049427, -76.6642 39.34084, -76.66395 39.34092, -76.66368 39.34095, -76.66343 39.34095, -76.66324 39.34093, -76.66306 39.34089, -76.66259 39.34074, -76.66238 39.3407, -76.66212 39.34066, -76.66189 39.34066, -76.66181974476427 39.34066275510728, -76.66181974476427 39.34066275510728, -76.66138 39.34068, -76.66019 39.34073, -76.65890887281894 39.34077852754474, -76.65890887281894 39.34077852754474, -76.65887 39.34078, -76.65866 39.34079, -76.65812 39.34083, -76.65782 39.34091, -76.65754 39.34104, -76.65715 39.34128, -76.65692 39.3414, -76.65662 39.34153, -76.65629 39.34162, -76.65602 39.34169, -76.65546 39.34181, -76.65486 39.34193, -76.65454 39.34204, -76.65423 39.34219, -76.65388 39.34242, -76.65297 39.34312, -76.65196 39.34387, -76.65153 39.34418, -76.65111 39.34448, -76.65105475268483 39.344510692952866, -76.65105475268483 39.344510692952866, -76.65075 39.34468, -76.65047 39.3448, -76.65022 39.34487, -76.6499 39.34494, -76.64958 39.34498, -76.64927 39.345, -76.64905 39.34502, -76.64885 39.34504, -76.64814 39.3451, -76.64803724746496 39.345109943793716, -76.64803724746496 39.345109943793716, -76.64783 39.34513, -76.64774 39.34514, -76.64752 39.34516, -76.6472 39.34519, -76.64703 39.34521, -76.64686 39.34523, -76.64654 39.34526, -76.6456 39.34533, -76.64531 39.34536, -76.6451 39.34537, -76.64479 39.34537, -76.64455 39.34536, -76.64426 39.34533, -76.64387 39.34526, -76.64371 39.34523, -76.6435 39.34518, -76.64319 39.34509, -76.64291 39.34498, -76.6428 39.34486, -76.64268 39.34478, -76.6424 39.34463, -76.64194 39.3443, -76.6416750503093 39.34409151499748)
x24510280101,39.3550857,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:58,39.4,7667,5,WALK,6.5,0.0,371,,LINESTRING (-76.641712 39.3440129, -76.6416765 39.3440873, -76.6417934 39.3441803, -76.6420823 39.3444188, -76.6422778 39.344576, -76.6422106 39.344695, -76.6421668 39.3447727, -76.6421628 39.3448018, -76.642235 39.3448392, -76.641979 39.345086, -76.6419 39.345178, -76.641848 39.345261, -76.6418161 39.345363, -76.641793 39.345531, -76.641806 39.345723, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
