from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510270701,39.3718627,-76.5626857,western_h,39.347161199999995,-76.6425979,1,06:54:02,42.8,9907,1,WALK,12.5,0.0,817,,LINESTRING (-76.5640188 39.3719167, -76.561668 39.3719309, -76.5616405 39.3710188, -76.5616366 39.3705201, -76.561666 39.3700925, -76.5616907 39.3699339, -76.5617228 39.369767, -76.5617999 39.369404, -76.561819 39.369281, -76.56183 39.369162, -76.56184 39.368996, -76.56186 39.368508, -76.561868 39.368371, -76.561886 39.36804, -76.561899 39.367943, -76.561919 39.367889, -76.561986 39.367779, -76.562108 39.367572, -76.5622099 39.367398, -76.562545 39.366828, -76.5628277 39.3669296, -76.562813 39.366998)
x24510270701,39.3718627,-76.5626857,western_h,39.347161199999995,-76.6425979,1,06:54:02,42.8,9907,2,BUS,20.5,1.0,7453,11645,LINESTRING (-76.56283161492468 39.36691190013722, -76.56407 39.36736, -76.56528 39.36779, -76.56611 39.36809, -76.5669174073851 39.368387465878726, -76.5669174073851 39.368387465878726, -76.56706 39.36844, -76.56742 39.36856, -76.56773 39.36865, -76.56811 39.3687, -76.56847 39.36873, -76.56885 39.36873, -76.56925 39.36872, -76.56972 39.3687, -76.57011 39.36867, -76.57093 39.36859, -76.57162 39.36856, -76.57260879901767 39.36858696724593, -76.57260879901767 39.36858696724593, -76.57272 39.36859, -76.5733 39.36861, -76.57348 39.36862, -76.57473 39.36866, -76.57519 39.36867, -76.57555 39.36863, -76.57583 39.36859, -76.57615 39.36852, -76.57818 39.36798, -76.5798 39.36754, -76.58114 39.36717, -76.58147597922326 39.36707836930275, -76.58147597922326 39.36707836930275, -76.5818 39.36699, -76.58198 39.36694, -76.58278 39.36673, -76.58375 39.36647, -76.58388 39.36644, -76.58439 39.3663, -76.5846 39.36625, -76.58504 39.36614, -76.5855 39.36607, -76.58575 39.36606, -76.58636 39.36605, -76.586402015675 39.36605271068871, -76.586402015675 39.36605271068871, -76.58667 39.36607, -76.587 39.36609, -76.58871 39.36628, -76.59063 39.36661, -76.59212 39.36688, -76.59265 39.36695, -76.59285 39.36698, -76.59332 39.36701, -76.59363 39.36702, -76.59395 39.36701, -76.59411354076654 39.367000088438395, -76.59411354076654 39.367000088438395, -76.59428 39.36699, -76.59462 39.36695, -76.59531 39.36682, -76.59634 39.36657, -76.59669426047057 39.366488615837845, -76.59669426047057 39.366488615837845, -76.59810643828392 39.36616419661045, -76.59810643828392 39.36616419661045, -76.59856 39.36606, -76.60002 39.36571, -76.60075 39.36554, -76.60269231482745 39.36508973610818, -76.60269231482745 39.36508973610818, -76.60295 39.36503, -76.60427 39.36472, -76.60469 39.36466, -76.60499 39.36463, -76.60537 39.36461, -76.60572 39.36462, -76.60605 39.36465, -76.60629 39.36468, -76.60663 39.36474, -76.60721 39.36485, -76.60778 39.36496, -76.60844 39.36505, -76.60904 39.3651, -76.60926338720381 39.36511145575404, -76.60926338720381 39.36511145575404, -76.60943 39.36512, -76.60992 39.36514, -76.61023 39.36515, -76.61028640168041 39.3651510254851, -76.61028640168041 39.3651510254851, -76.61078 39.36516, -76.61179 39.36517, -76.61252 39.36515, -76.61343 39.36507, -76.61416 39.36496, -76.61458 39.36489, -76.61502 39.36481, -76.61548 39.3647, -76.61576 39.36461, -76.61598 39.36457, -76.61632 39.36451, -76.61683 39.36444, -76.61737626803398 39.36437047497749, -76.61737626803398 39.36437047497749, -76.61738 39.36437, -76.61765 39.36432, -76.61798 39.36421, -76.61828 39.36408, -76.61863 39.36391, -76.61925 39.36356, -76.61958 39.36339, -76.6199 39.36325, -76.61994199762813 39.36323028682761, -76.61994199762813 39.36323028682761, -76.62039 39.36302, -76.62095 39.36285, -76.62175 39.36263, -76.62247 39.36247, -76.62298 39.36238, -76.6236 39.36226, -76.62472 39.3621, -76.62480570785432 39.36209627357155, -76.62480570785432 39.36209627357155, -76.62495 39.36209, -76.62538 39.36213, -76.62684 39.36201, -76.62743 39.36196, -76.62824 39.3619, -76.62928 39.3619, -76.63048 39.36192, -76.6306 39.36193, -76.63071 39.36193, -76.63107 39.36195, -76.63146 39.36197, -76.632 39.36199, -76.63308 39.36205, -76.63409054445744 39.362137450962656, -76.63409054445744 39.362137450962656, -76.63412 39.36214, -76.63463 39.3622, -76.63477 39.36222, -76.63491 39.36223, -76.63523 39.36225, -76.63589 39.36229, -76.63627 39.3623, -76.63699 39.36232, -76.63789 39.36235, -76.63875 39.36239, -76.63946 39.36241, -76.63979 39.36241, -76.63996 39.36241, -76.6406 39.3624, -76.64135 39.36235, -76.64205 39.36226, -76.64327 39.36206, -76.64399 39.36199, -76.64438 39.36195, -76.64478 39.3619, -76.64506 39.36184, -76.64534 39.36175, -76.64624 39.36141, -76.64639942341209 39.36188827023626)
x24510270701,39.3718627,-76.5626857,western_h,39.347161199999995,-76.6425979,1,06:54:02,42.8,9907,3,WALK,0.8,0.0,45,,LINESTRING (-76.64633 39.361927, -76.6463923 39.361845, -76.6464197 39.3616466, -76.6464555 39.3615432)
x24510270701,39.3718627,-76.5626857,western_h,39.347161199999995,-76.6425979,1,06:54:02,42.8,9907,4,BUS,4.0,2.3,1490,11680,LINESTRING (-76.64628855227471 39.36155565682411, -76.64624 39.36141, -76.64618 39.36127, -76.64605 39.3609, -76.64578 39.36014, -76.64535200360775 39.358967873516676, -76.64535200360775 39.358967873516676, -76.6449 39.35773, -76.64451 39.35665, -76.64433 39.3561, -76.64426 39.3559, -76.64419314672799 39.35569944018393, -76.64419314672799 39.35569944018393, -76.64405 39.35527, -76.64332676169573 39.3532256463933, -76.64332676169573 39.3532256463933, -76.6433 39.35315, -76.64321 39.35283, -76.64304 39.35233, -76.64298894675836 39.35215651811093, -76.64298894675836 39.35215651811093, -76.64201 39.34883, -76.64193553074658 39.34857970056489)
x24510270701,39.3718627,-76.5626857,western_h,39.347161199999995,-76.6425979,1,06:54:02,42.8,9907,5,WALK,1.8,0.0,102,,LINESTRING (-76.641949 39.348573, -76.6419356 39.3485801, -76.6420066 39.3488038, -76.6420257 39.3488639, -76.642344 39.3487969, -76.6427875 39.3487085)
