from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510120100,39.3383087,-76.6178857,western_h,39.347161199999995,-76.6425979,1,07:29:11,25.3,3482,1,WALK,12.5,0.0,727,,LINESTRING (-76.6176597 39.3385391, -76.6178422 39.3385139, -76.6180299 39.3384933, -76.6182373 39.3384817, -76.6181836 39.3376359, -76.6182063 39.3376187, -76.6182045 39.337578, -76.6182025 39.3375322, -76.618177 39.3375222, -76.6181399 39.3370301, -76.618067 39.3358632, -76.6180898 39.3358429, -76.6181609 39.3358359, -76.618246 39.3358274, -76.6182417 39.3357647, -76.6186652 39.3357489, -76.6191299 39.3357316, -76.6191966 39.3357291, -76.6191917 39.3356505, -76.620094 39.3356169, -76.620139 39.3356226, -76.6202878 39.3356175, -76.620358 39.3356154, -76.6203708 39.3356134, -76.6203779 39.3356046, -76.6203794 39.3355929, -76.6203775 39.3355419, -76.6203707 39.3354043, -76.6203686 39.3353724, -76.6203605 39.3352506, -76.6203591 39.33523, -76.6203449 39.3350672, -76.620339 39.3350277, -76.6203339 39.3349934, -76.6203187 39.334924, -76.6202961 39.3345606, -76.6202848 39.3343787, -76.6202838 39.3342832, -76.6201231 39.3341793, -76.6201279 39.334167)
x24510120100,39.3383087,-76.6178857,western_h,39.347161199999995,-76.6425979,1,07:29:11,25.3,3482,2,BUS,9.0,1.4,2614,11639,LINESTRING (-76.62015117651463 39.33410620323658, -76.62044 39.33429, -76.62082 39.33454, -76.6214 39.33492, -76.62149 39.33498, -76.6228421565926 39.33586376247883, -76.6228421565926 39.33586376247883, -76.62302 39.33598, -76.62311 39.33604, -76.62341 39.33621, -76.62384 39.33648, -76.62446 39.33691, -76.62461 39.337, -76.62508 39.33726, -76.62529 39.33732, -76.62536 39.33734, -76.62544 39.33736, -76.62557 39.33737, -76.62715 39.33728, -76.62811 39.33723, -76.62819983205796 39.33722719274819, -76.62819983205796 39.33722719274819, -76.62843 39.33722, -76.62903 39.33719, -76.62942 39.33717, -76.6295 39.33717, -76.62962 39.33716, -76.62973 39.33716, -76.63002 39.33715, -76.63011563103407 39.33714383025587, -76.63011563103407 39.33714383025587, -76.63033 39.33713, -76.63043 39.33713, -76.631 39.33711, -76.63105248099804 39.33710671993762, -76.63105248099804 39.33710671993762, -76.63116 39.3371, -76.63119 39.3371, -76.63163 39.33708, -76.63247726019621 39.337064309996364, -76.63247726019621 39.337064309996364, -76.63271 39.33706, -76.63288 39.33707, -76.63304 39.33712, -76.63415 39.33739, -76.63529 39.33764, -76.63546415770247 39.337678171551225, -76.63546415770247 39.337678171551225, -76.63602 39.3378, -76.63637 39.33786, -76.63663 39.33786, -76.6369 39.3378, -76.63700740720257 39.3377594239457, -76.63700740720257 39.3377594239457, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.63942 39.34093, -76.6395 39.3411, -76.63966 39.3415, -76.63973 39.34173, -76.63981 39.34195, -76.63991 39.34226, -76.63998 39.34245, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64075 39.34489, -76.64079 39.345, -76.64085 39.34518, -76.6411 39.34598)
x24510120100,39.3383087,-76.6178857,western_h,39.347161199999995,-76.6425979,1,07:29:11,25.3,3482,3,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
