from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510271001,39.3409577,-76.6040857,western_h,39.347161199999995,-76.6425979,1,07:17:58,30.5,4729,1,WALK,13.0,0.0,876,,LINESTRING (-76.6047791 39.3418722, -76.6043448 39.3420008, -76.6038564 39.3410449, -76.6042979 39.3409091, -76.6045728 39.3414517, -76.604692 39.341694, -76.6047791 39.3418722, -76.6047872 39.3418887, -76.6049596 39.3422408, -76.6044117 39.3423757, -76.6039926 39.3424788, -76.6033318 39.3427121, -76.603038 39.3428179, -76.6029709 39.342842, -76.6029389 39.3431171, -76.6029272 39.3432139, -76.602919 39.3432994, -76.6028789 39.343582, -76.6028111 39.3440556, -76.6027355 39.3445673, -76.6026995 39.3447998, -76.6026646 39.3450292, -76.6026194 39.3452788, -76.6026097 39.3453271, -76.602594 39.3454057, -76.6024914 39.3453959, -76.6021026 39.3453588, -76.602098 39.345441)
x24510271001,39.3409577,-76.6040857,western_h,39.347161199999995,-76.6425979,1,07:17:58,30.5,4729,2,BUS,14.0,1.1,3712,11641,LINESTRING (-76.60210294067055 39.345353857537205, -76.60259 39.3454, -76.60418 39.34556, -76.6045 39.34561, -76.60491 39.34573, -76.60548 39.34586, -76.60593 39.34593, -76.60625 39.34596, -76.60704 39.34604, -76.60750138398588 39.34609198692799, -76.60750138398588 39.34609198692799, -76.60775 39.34612, -76.60819 39.34615, -76.60869 39.34616, -76.60909 39.34616, -76.60910700000088 39.34616, -76.60910700000088 39.34616, -76.6096 39.34616, -76.60987 39.34616, -76.61069 39.34616, -76.61189 39.34612, -76.6125 39.34612, -76.61285 39.34611, -76.61314 39.3461, -76.61359 39.34604, -76.61407 39.34595, -76.61478 39.34577, -76.61628 39.3454, -76.61662007912636 39.34535276678801, -76.61662007912636 39.34535276678801, -76.61664 39.34535, -76.61711 39.34531, -76.6178 39.3453, -76.61818 39.34535, -76.61866 39.34542, -76.6196 39.3455, -76.62014 39.34552, -76.62053 39.34551, -76.62095 39.34547, -76.62135297699929 39.34541800296783, -76.62135297699929 39.34541800296783, -76.62157 39.34539, -76.62188 39.34534, -76.6221 39.34531, -76.62233 39.34529, -76.62264 39.34527, -76.62298 39.34525, -76.62302 39.34525, -76.62348 39.34522, -76.62352 39.34522, -76.62444 39.34516, -76.62487 39.34513, -76.62521 39.34511, -76.62559 39.34508, -76.62594 39.34506, -76.62621 39.34504, -76.62635 39.34503, -76.62659 39.34502, -76.62707 39.34498, -76.628 39.3449, -76.62828615686 39.344868204793336, -76.62828615686 39.344868204793336, -76.62845 39.34485, -76.62892 39.3448, -76.62988 39.34469, -76.63101 39.34457, -76.63164 39.34453, -76.63232 39.34447, -76.63279 39.34442, -76.633 39.34439, -76.63373 39.3443, -76.63439 39.34423, -76.63466 39.3442, -76.63525 39.34409, -76.63541 39.34404, -76.63606943111776 39.34380686778665, -76.63606943111776 39.34380686778665, -76.6364 39.34369, -76.63699 39.34347, -76.63757 39.34327, -76.6379 39.34316, -76.6381 39.34311, -76.63841 39.34306, -76.63863 39.34304, -76.63899 39.34304, -76.63934 39.34307, -76.63962 39.34312, -76.63993 39.34322, -76.64004621587128 39.34326648634851, -76.64004621587128 39.34326648634851, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.6411 39.34598, -76.64185 39.34581)
x24510271001,39.3409577,-76.6040857,western_h,39.347161199999995,-76.6425979,1,07:17:58,30.5,4729,3,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
