from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510090100,39.3356597,-76.6006357,western_h,39.347161199999995,-76.6425979,1,07:12:02,33.1,5644,1,WALK,7.1,0.0,440,,LINESTRING (-76.6006512 39.3352194, -76.60066 39.335788, -76.600651 39.336379, -76.601091 39.336379, -76.601092 39.3367478, -76.6019761 39.3367518, -76.601996 39.3371457, -76.60199 39.3375303, -76.6021269 39.3375522, -76.602261 39.337611, -76.6023413 39.3376622, -76.602392 39.337706, -76.602439 39.337743, -76.602458 39.337766, -76.602496 39.337816, -76.602538 39.337882, -76.602594 39.337862)
x24510090100,39.3356597,-76.6006357,western_h,39.347161199999995,-76.6425979,1,07:12:02,33.1,5644,2,BUS,2.7,1.1,954,11652,LINESTRING (-76.60261385780335 39.33792095498562, -76.60258 39.33794, -76.60231 39.33815, -76.60219 39.33829, -76.60205 39.33854, -76.60191 39.33894, -76.60184 39.3391, -76.60174 39.33928, -76.60167963556289 39.33937054665565, -76.60167963556289 39.33937054665565, -76.60166 39.3394, -76.60151 39.33951, -76.60135 39.33961, -76.60099 39.33979, -76.6006 39.33998, -76.6004 39.34004, -76.60021 39.34006, -76.60016003497601 39.340518299875264, -76.60016003497601 39.340518299875264, -76.59992 39.34272, -76.59991 39.3428, -76.59985 39.34343, -76.59986179538339 39.34348701101973, -76.59986179538339 39.34348701101973, -76.59991 39.34372, -76.59977 39.34461, -76.59969 39.34514, -76.59962272946417 39.34561089375079)
x24510090100,39.3356597,-76.6006357,western_h,39.347161199999995,-76.6425979,1,07:12:02,33.1,5644,3,WALK,1.5,0.0,109,,LINESTRING (-76.59951 39.345584, -76.5996241 39.3456286, -76.599695 39.3451306, -76.5994653 39.3451082, -76.5992103 39.3450835)
x24510090100,39.3356597,-76.6006357,western_h,39.347161199999995,-76.6425979,1,07:12:02,33.1,5644,4,BUS,13.4,1.9,3841,11641,LINESTRING (-76.59946518371582 39.34511685714722, -76.59969 39.34514, -76.60033 39.3452, -76.60164 39.34531, -76.60210294067055 39.345353857537205, -76.60210294067055 39.345353857537205, -76.60259 39.3454, -76.60418 39.34556, -76.6045 39.34561, -76.60491 39.34573, -76.60548 39.34586, -76.60593 39.34593, -76.60625 39.34596, -76.60704 39.34604, -76.60750138398588 39.34609198692799, -76.60750138398588 39.34609198692799, -76.60775 39.34612, -76.60819 39.34615, -76.60869 39.34616, -76.60909 39.34616, -76.60910700000088 39.34616, -76.60910700000088 39.34616, -76.6096 39.34616, -76.60987 39.34616, -76.61069 39.34616, -76.61189 39.34612, -76.6125 39.34612, -76.61285 39.34611, -76.61314 39.3461, -76.61359 39.34604, -76.61407 39.34595, -76.61478 39.34577, -76.61628 39.3454, -76.61662007912636 39.34535276678801, -76.61662007912636 39.34535276678801, -76.61664 39.34535, -76.61711 39.34531, -76.6178 39.3453, -76.61818 39.34535, -76.61866 39.34542, -76.6196 39.3455, -76.62014 39.34552, -76.62053 39.34551, -76.62095 39.34547, -76.62135297699929 39.34541800296783, -76.62135297699929 39.34541800296783, -76.62157 39.34539, -76.62188 39.34534, -76.6221 39.34531, -76.62233 39.34529, -76.62264 39.34527, -76.62298 39.34525, -76.62302 39.34525, -76.62348 39.34522, -76.62352 39.34522, -76.62444 39.34516, -76.62487 39.34513, -76.62521 39.34511, -76.62559 39.34508, -76.62594 39.34506, -76.62621 39.34504, -76.62635 39.34503, -76.62659 39.34502, -76.62707 39.34498, -76.628 39.3449, -76.62828615686 39.344868204793336, -76.62828615686 39.344868204793336, -76.62845 39.34485, -76.62892 39.3448, -76.62988 39.34469, -76.63101 39.34457, -76.63164 39.34453, -76.63232 39.34447, -76.63279 39.34442, -76.633 39.34439, -76.63373 39.3443, -76.63439 39.34423, -76.63466 39.3442, -76.63525 39.34409, -76.63541 39.34404, -76.63606943111776 39.34380686778665, -76.63606943111776 39.34380686778665, -76.6364 39.34369, -76.63699 39.34347, -76.63757 39.34327, -76.6379 39.34316, -76.6381 39.34311, -76.63841 39.34306, -76.63863 39.34304, -76.63899 39.34304, -76.63934 39.34307, -76.63962 39.34312, -76.6400422929883 39.343273561086654, -76.6400422929883 39.343273561086654, -76.64028 39.34336, -76.63993 39.34322, -76.64028 39.34336, -76.64066 39.34357, -76.641 39.34378, -76.64134 39.34403, -76.64168 39.3443, -76.64176 39.34436, -76.64198 39.34453, -76.6420135735739 39.3445523823826)
x24510090100,39.3356597,-76.6006357,western_h,39.347161199999995,-76.6425979,1,07:12:02,33.1,5644,5,WALK,5.2,0.0,300,,LINESTRING (-76.641985 39.344624, -76.6420422 39.344573, -76.6422106 39.344695, -76.6421668 39.3447727, -76.6421628 39.3448018, -76.642235 39.3448392, -76.641979 39.345086, -76.6419 39.345178, -76.641848 39.345261, -76.6418161 39.345363, -76.641793 39.345531, -76.641806 39.345723, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
