from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510271102,39.343606699999995,-76.6155857,western_h,39.347161199999995,-76.6425979,1,07:30:55,17.5,2949,1,WALK,5.5,0.0,364,,LINESTRING (-76.6149674 39.3436836, -76.615032 39.3436511, -76.6150964 39.3436257, -76.6151641 39.3436091, -76.6152339 39.3436008, -76.6153318 39.3435977, -76.6155484 39.3435982, -76.6156597 39.3436013, -76.6157455 39.3436293, -76.6158032 39.3436625, -76.6158461 39.3436993, -76.615885 39.3437444, -76.6159125 39.3438025, -76.6159426 39.3438845, -76.6159695 39.3439394, -76.616007 39.3439835, -76.6160526 39.3440214, -76.6161069 39.3440535, -76.6161693 39.3440779, -76.6162504 39.3440955, -76.6163751 39.3441189, -76.6165575 39.3441505, -76.6166219 39.3441645, -76.6166749 39.3441904, -76.6167232 39.34422, -76.6167668 39.3442516, -76.6168023 39.3442879, -76.6168217 39.344361, -76.6168921 39.3447028, -76.6169049 39.3447691, -76.6169129 39.3448236, -76.6169129 39.3448734, -76.6169022 39.3449221, -76.6168801 39.3449792, -76.6168459 39.345031, -76.6167995 39.3450756, -76.6170473 39.3452575, -76.617037 39.3452742, -76.6170357 39.345322, -76.6170343 39.3453733, -76.6169993 39.345394, -76.6168483 39.3454016, -76.6166442 39.3454232, -76.6166262 39.3454259, -76.616626 39.345424)
x24510271102,39.343606699999995,-76.6155857,western_h,39.347161199999995,-76.6425979,1,07:30:55,17.5,2949,2,BUS,8.6,1.0,2444,11641,LINESTRING (-76.61662007912636 39.34535276678801, -76.61664 39.34535, -76.61711 39.34531, -76.6178 39.3453, -76.61818 39.34535, -76.61866 39.34542, -76.6196 39.3455, -76.62014 39.34552, -76.62053 39.34551, -76.62095 39.34547, -76.62135297699929 39.34541800296783, -76.62135297699929 39.34541800296783, -76.62157 39.34539, -76.62188 39.34534, -76.6221 39.34531, -76.62233 39.34529, -76.62264 39.34527, -76.62298 39.34525, -76.62302 39.34525, -76.62348 39.34522, -76.62352 39.34522, -76.62444 39.34516, -76.62487 39.34513, -76.62521 39.34511, -76.62559 39.34508, -76.62594 39.34506, -76.62621 39.34504, -76.62635 39.34503, -76.62659 39.34502, -76.62707 39.34498, -76.628 39.3449, -76.62828615686 39.344868204793336, -76.62828615686 39.344868204793336, -76.62845 39.34485, -76.62892 39.3448, -76.62988 39.34469, -76.63101 39.34457, -76.63164 39.34453, -76.63232 39.34447, -76.63279 39.34442, -76.633 39.34439, -76.63373 39.3443, -76.63439 39.34423, -76.63466 39.3442, -76.63525 39.34409, -76.63541 39.34404, -76.63606943111776 39.34380686778665, -76.63606943111776 39.34380686778665, -76.6364 39.34369, -76.63699 39.34347, -76.63757 39.34327, -76.6379 39.34316, -76.6381 39.34311, -76.63841 39.34306, -76.63863 39.34304, -76.63899 39.34304, -76.63934 39.34307, -76.63962 39.34312, -76.63993 39.34322, -76.64004621587128 39.34326648634851, -76.64004621587128 39.34326648634851, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.6411 39.34598, -76.64185 39.34581)
x24510271102,39.343606699999995,-76.6155857,western_h,39.347161199999995,-76.6425979,1,07:30:55,17.5,2949,3,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
