from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510130803,39.3427237,-76.6443357,western_h,39.347161199999995,-76.6425979,1,07:40:00,14.2,1005,1,WALK,14.2,0.0,1005,,LINESTRING (-76.6446249 39.3424895, -76.6444188 39.3429152, -76.6447843 39.3430197, -76.6444753 39.3436828, -76.6444627 39.3437123, -76.6443043 39.3440354, -76.6442196 39.3441776, -76.64413 39.344103, -76.644027 39.344027, -76.643893 39.343953, -76.6437389 39.3438967, -76.643616 39.343869, -76.6434326 39.3438307, -76.6430477 39.3437675, -76.6426119 39.3436888, -76.6421979 39.343614, -76.642222 39.3436794, -76.6423466 39.3440191, -76.642377 39.344102, -76.6424009 39.3441764, -76.642419 39.344233, -76.642431 39.344314, -76.642433 39.344388, -76.642433 39.344455, -76.642425 39.344514, -76.6424188 39.344549, -76.6423772 39.3446511, -76.64231 39.344767, -76.642235 39.3448392, -76.641979 39.345086, -76.6419 39.345178, -76.641848 39.345261, -76.6418161 39.345363, -76.641793 39.345531, -76.641806 39.345723, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725, -76.642471 39.347738, -76.6427875 39.3487085)
