from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510151200,39.3303617,-76.6604357,western_h,39.347161199999995,-76.6425979,1,07:29:44,22.7,4808,1,WALK,1.9,0.0,259,,LINESTRING (-76.6595852 39.3291713, -76.660473 39.330387, -76.6599475 39.3306175, -76.6599887 39.3306671, -76.6598966 39.3307087, -76.6599178 39.3307382, -76.6600491 39.3309209, -76.660104 39.330855)
x24510151200,39.3303617,-76.6604357,western_h,39.347161199999995,-76.6425979,1,07:29:44,22.7,4808,2,BUS,2.2,1.1,735,11674,LINESTRING (-76.66016 39.33108, -76.65986 39.33065, -76.65941 39.33005, -76.65897 39.32944, -76.65841 39.32867, -76.65808 39.32825, -76.65808 39.32825, -76.65802 39.32817, -76.65788 39.32798, -76.65773 39.32778, -76.65763 39.32762, -76.65755 39.32744, -76.65752 39.3273, -76.65753 39.3269, -76.65767 39.32608, -76.65769 39.32596, -76.65775 39.32585, -76.65785 39.32572, -76.65788 39.32563, -76.6579 39.32555, -76.65779 39.32543, -76.65765 39.32529, -76.65749 39.32515)
x24510151200,39.3303617,-76.6604357,western_h,39.347161199999995,-76.6425979,1,07:29:44,22.7,4808,3,WALK,1.0,0.0,59,,LINESTRING (-76.657527 39.324981, -76.657473 39.3250497, -76.6575129 39.3251019, -76.6575821 39.3251927, -76.6576434 39.325273, -76.6577533 39.325175, -76.6577147 39.3251206)
x24510151200,39.3303617,-76.6604357,western_h,39.347161199999995,-76.6425979,1,07:29:44,22.7,4808,4,BUS,12.6,1.5,3614,11649,LINESTRING (-76.6579 39.32504, -76.65765 39.32529, -76.65756 39.32535, -76.65747 39.32544, -76.6571 39.3258, -76.6571 39.3258, -76.65686 39.32604, -76.65668 39.32626, -76.65651 39.32653, -76.65632 39.32688, -76.65577 39.32805, -76.65577 39.32805, -76.65552 39.32877, -76.65543 39.32902, -76.65535 39.32918, -76.65526 39.32931, -76.65513 39.32943, -76.65498 39.32954, -76.65463 39.3298, -76.65449 39.3299, -76.65431 39.33004, -76.65414 39.33017, -76.65401 39.33029, -76.65417 39.33056, -76.65417 39.33056, -76.65458 39.33126, -76.65458 39.33126, -76.65503 39.33204, -76.65533 39.33252, -76.65558 39.33285, -76.65558 39.33285, -76.65582 39.33314, -76.6559 39.33329, -76.65594 39.33345, -76.65595 39.33365, -76.65592 39.33431, -76.65592 39.33431, -76.65592 39.33454, -76.65594 39.33469, -76.65599 39.33484, -76.65603 39.33493, -76.65625 39.3355, -76.65632 39.33628, -76.65634 39.33648, -76.65634 39.33648, -76.65635 39.3366, -76.65641 39.33717, -76.65645 39.33751, -76.65651 39.33769, -76.65658 39.33784, -76.65664 39.33795, -76.65674 39.3381, -76.65685 39.33821, -76.65729 39.3386, -76.65757 39.33884, -76.65767 39.33895, -76.65772 39.33906, -76.65784 39.33942, -76.65793 39.3399, -76.65796 39.34003, -76.65803 39.34028, -76.6581 39.34046, -76.65813 39.34062, -76.65813 39.34062, -76.65812 39.34083, -76.65782 39.34091, -76.65754 39.34104, -76.65715 39.34128, -76.65692 39.3414, -76.65662 39.34153, -76.65629 39.34162, -76.65602 39.34169, -76.65546 39.34181, -76.65486 39.34193, -76.65454 39.34204, -76.65423 39.34219, -76.65388 39.34242, -76.65297 39.34312, -76.65196 39.34387, -76.65153 39.34418, -76.65111 39.34448, -76.65111 39.34448, -76.65075 39.34468, -76.65047 39.3448, -76.65022 39.34487, -76.6499 39.34494, -76.64958 39.34498, -76.64927 39.345, -76.64905 39.34502, -76.64885 39.34504, -76.64814 39.3451, -76.64814 39.3451, -76.64783 39.34513, -76.64774 39.34514, -76.64752 39.34516, -76.6472 39.34519, -76.64703 39.34521, -76.64686 39.34523, -76.64654 39.34526, -76.6456 39.34533, -76.64531 39.34536, -76.6451 39.34537, -76.64479 39.34537, -76.64455 39.34536, -76.64426 39.34533, -76.64387 39.34526, -76.64371 39.34523, -76.6435 39.34518, -76.64319 39.34509, -76.64291 39.34498, -76.6428 39.34486, -76.64268 39.34478, -76.6424 39.34463, -76.64231 39.34475, -76.64186 39.34521, -76.64181 39.34531, -76.64179 39.34554, -76.64181 39.34566, -76.64185 39.34581)
x24510151200,39.3303617,-76.6604357,western_h,39.347161199999995,-76.6425979,1,07:29:44,22.7,4808,5,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
