from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510280500,39.293275699999995,-76.6029357,western_h,39.347161199999995,-76.6425979,1,07:04:02,45.6,8245,1,WALK,7.9,0.0,454,,LINESTRING (-76.602884 39.2933329, -76.603097 39.293333, -76.6032196 39.2934174, -76.6032316 39.2935574, -76.6032435 39.2936952, -76.603181 39.293777, -76.6036395 39.2941314, -76.604032 39.294472, -76.604171 39.294584, -76.6042439 39.294604, -76.6043297 39.2945853, -76.6047078 39.2944774, -76.6048018 39.2943985, -76.6048937 39.2942966, -76.6049445 39.2942404, -76.6050172 39.2943015, -76.6054165 39.2946373, -76.6054288 39.294659, -76.6054507 39.294695, -76.6054562 39.2947445, -76.6055523 39.2947407, -76.6059605 39.2947247, -76.6061085 39.29472, -76.6062503 39.2946129, -76.6063441 39.2945421, -76.6063967 39.2945024, -76.6063383 39.2944571, -76.606356 39.294428)
x24510280500,39.293275699999995,-76.6029357,western_h,39.347161199999995,-76.6425979,1,07:04:02,45.6,8245,2,BUS,15.0,1.2,3785,11743,LINESTRING (-76.6063860977924 39.29449587566018, -76.60634 39.29453, -76.60607 39.29474, -76.60585 39.29505, -76.60545 39.29575, -76.60527 39.29608, -76.60523 39.29615, -76.60516 39.29627, -76.60506 39.29651, -76.60513 39.29657, -76.60537382203877 39.29675755541444, -76.60537382203877 39.29675755541444, -76.60552 39.29687, -76.60594 39.29722, -76.60605 39.29731, -76.60618 39.29747, -76.60622 39.29756, -76.60624300240278 39.29764913431078, -76.60624300240278 39.29764913431078, -76.6063 39.29787, -76.60649958033561 39.29863980986595, -76.60649958033561 39.29863980986595, -76.60658 39.29895, -76.60686 39.29998, -76.60717255226136 39.30110683315277, -76.60717255226136 39.30110683315277, -76.60724 39.30135, -76.60736 39.30183, -76.60761 39.30272, -76.60766 39.30292, -76.60783904334545 39.30355411184848, -76.60783904334545 39.30355411184848, -76.6079 39.30377, -76.60803 39.30426, -76.6081111438501 39.30455752745033, -76.6081111438501 39.30455752745033, -76.60818 39.30481, -76.60829 39.30525, -76.60843 39.30582, -76.60845 39.30588, -76.60871 39.30691, -76.60894795957863 39.307937985379695, -76.60894795957863 39.307937985379695, -76.60896 39.30799, -76.60908 39.30851, -76.60918 39.30902, -76.60926 39.30941, -76.60937 39.31007, -76.60944 39.31078, -76.60945432947517 39.31113823687911, -76.60945432947517 39.31113823687911, -76.60946 39.31128, -76.60947 39.31142, -76.60947 39.31161, -76.60948 39.31205, -76.60949 39.3125, -76.60949 39.31279, -76.60951 39.31353, -76.60951 39.31402, -76.60949 39.31452, -76.60949 39.314868999994395, -76.60949 39.314868999994395, -76.60949 39.31503, -76.60948 39.31542, -76.60948 39.31557, -76.60948 39.31623, -76.60947 39.31663, -76.60947 39.31696, -76.60946014081298 39.31774873496055, -76.60946014081298 39.31774873496055, -76.60946 39.31776, -76.60945 39.31812, -76.60946 39.31895, -76.60946 39.31902, -76.60946 39.31947, -76.60948 39.32003, -76.60948 39.3205379999876, -76.60948 39.3205379999876, -76.60948 39.32091, -76.60948 39.32153, -76.60946 39.32218, -76.60944 39.3228, -76.60943200522959 39.32315176989793, -76.60943200522959 39.32315176989793, -76.60943 39.32324, -76.60943 39.32344, -76.60943 39.32378, -76.60941 39.32435, -76.60941 39.32477, -76.60941 39.32488400000408, -76.60941 39.32488400000408, -76.60941 39.32538, -76.60941 39.32608, -76.60941793470859 39.326960752654074, -76.60941793470859 39.326960752654074, -76.60942 39.32719, -76.60942 39.32737, -76.60942542314112 39.32770081160843)
x24510280500,39.293275699999995,-76.6029357,western_h,39.347161199999995,-76.6425979,1,07:04:02,45.6,8245,3,WALK,2.9,0.0,166,,LINESTRING (-76.609382 39.327702, -76.6094152 39.327701, -76.6094176 39.3278395, -76.6094202 39.3279903, -76.6094233 39.3281723, -76.6094242 39.3282287, -76.6094248 39.328269, -76.6095167 39.3282663, -76.609525 39.3283077, -76.6095322 39.3283431, -76.6095335 39.3284505, -76.6095248 39.3284856, -76.6095154 39.3285235, -76.6095188 39.3285444, -76.6101633 39.3285201, -76.6102317 39.3285176)
x24510280500,39.293275699999995,-76.6029357,western_h,39.347161199999995,-76.6425979,1,07:04:02,45.6,8245,4,BUS,13.0,3.3,3699,11639,LINESTRING (-76.61016207381427 39.328463256525396, -76.61025 39.32846, -76.61108 39.32843, -76.61121 39.32843, -76.61164 39.32873, -76.61218 39.32906, -76.61276 39.3294, -76.6136 39.3299, -76.61373651602834 39.32998273698688, -76.61373651602834 39.32998273698688, -76.61393 39.3301, -76.61437 39.33038, -76.61459 39.33051, -76.61473 39.3306, -76.61505 39.3308, -76.61517 39.33088, -76.61546754154443 39.33107252688169, -76.61546754154443 39.33107252688169, -76.61551 39.3311, -76.61609 39.33147, -76.61623 39.33155, -76.61671777963818 39.33184849201739, -76.61671777963818 39.33184849201739, -76.6169 39.33196, -76.61705 39.33205, -76.61742 39.33229, -76.61766516814112 39.332444365125895, -76.61766516814112 39.332444365125895, -76.61769 39.33246, -76.61797 39.33264, -76.61897 39.33332, -76.61928 39.33352, -76.61974 39.33383, -76.62 39.33401, -76.62015117651463 39.33410620323658, -76.62015117651463 39.33410620323658, -76.62044 39.33429, -76.62082 39.33454, -76.6214 39.33492, -76.62149 39.33498, -76.6228421565926 39.33586376247883, -76.6228421565926 39.33586376247883, -76.62302 39.33598, -76.62311 39.33604, -76.62341 39.33621, -76.62384 39.33648, -76.62446 39.33691, -76.62461 39.337, -76.62508 39.33726, -76.62529 39.33732, -76.62536 39.33734, -76.62544 39.33736, -76.62557 39.33737, -76.62715 39.33728, -76.62811 39.33723, -76.62819983205796 39.33722719274819, -76.62819983205796 39.33722719274819, -76.62843 39.33722, -76.62903 39.33719, -76.62942 39.33717, -76.6295 39.33717, -76.62962 39.33716, -76.62973 39.33716, -76.63002 39.33715, -76.63011563103407 39.33714383025587, -76.63011563103407 39.33714383025587, -76.63033 39.33713, -76.63043 39.33713, -76.631 39.33711, -76.63105248099804 39.33710671993762, -76.63105248099804 39.33710671993762, -76.63116 39.3371, -76.63119 39.3371, -76.63163 39.33708, -76.63247726019621 39.337064309996364, -76.63247726019621 39.337064309996364, -76.63271 39.33706, -76.63288 39.33707, -76.63304 39.33712, -76.63415 39.33739, -76.63529 39.33764, -76.63546415770247 39.337678171551225, -76.63546415770247 39.337678171551225, -76.63602 39.3378, -76.63637 39.33786, -76.63663 39.33786, -76.6369 39.3378, -76.63700740720257 39.3377594239457, -76.63700740720257 39.3377594239457, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.63942 39.34093, -76.6395 39.3411, -76.63966 39.3415, -76.63973 39.34173, -76.63981 39.34195, -76.63991 39.34226, -76.63998 39.34245, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64075 39.34489, -76.64079 39.345, -76.64085 39.34518, -76.6411 39.34598)
x24510280500,39.293275699999995,-76.6029357,western_h,39.347161199999995,-76.6425979,1,07:04:02,45.6,8245,5,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
