from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510272007,39.3665647,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:20,39.7,7882,1,WALK,5.6,0.0,302,,LINESTRING (-76.707866 39.3664834, -76.7084212 39.3669022, -76.7079913 39.3672324, -76.7079612 39.3672555, -76.7077847 39.367391, -76.7069386 39.3680402, -76.7068544 39.3681048, -76.706907 39.3681502, -76.7071422 39.3683532, -76.707233 39.368312)
x24510272007,39.3665647,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:20,39.7,7882,2,BUS,15.1,1.1,4748,11674,LINESTRING (-76.70683 39.3681, -76.70638 39.36774, -76.7058 39.36725, -76.70385 39.36566, -76.70334 39.36525, -76.70313 39.36507, -76.70283 39.36483, -76.70246 39.36454, -76.70193 39.36411, -76.70145 39.36372, -76.70145 39.36372, -76.70062 39.36305, -76.70062 39.36305, -76.70003 39.36256, -76.70003 39.36256, -76.69976 39.36234, -76.69925 39.36192, -76.69845 39.36128, -76.69836 39.36121, -76.69804 39.36094, -76.69804 39.36094, -76.69785 39.36077, -76.6975 39.36055, -76.69712 39.36035, -76.69669 39.36013, -76.69669 39.36013, -76.69546 39.35948, -76.69431 39.35887, -76.69431 39.35887, -76.694 39.35871, -76.69342 39.3584, -76.69277 39.35806, -76.69277 39.35806, -76.69254 39.35794, -76.69211 39.35772, -76.69134 39.35735, -76.69041 39.35691, -76.69004 39.35673, -76.68963 39.35653, -76.68963 39.35653, -76.68953 39.35648, -76.68928 39.35635, -76.68911 39.35627, -76.68882 39.35613, -76.68841 39.35593, -76.68841 39.35593, -76.68811 39.35576, -76.68741 39.35497, -76.68682 39.3543, -76.68648 39.35392, -76.68617 39.35357, -76.68617 39.35357, -76.68595 39.35337, -76.68577 39.35324, -76.68548 39.35307, -76.68529 39.35296, -76.68501 39.35279, -76.6849 39.35272, -76.68452 39.3525, -76.68439 39.35243, -76.68439 39.35243, -76.68396 39.35216, -76.68387 39.35211, -76.68367 39.35198, -76.68331 39.35175, -76.68299 39.35155, -76.68276 39.3514, -76.68256 39.35127, -76.68256 39.35127, -76.68198 39.35093, -76.6815 39.35067, -76.68123 39.35056, -76.68084 39.35045, -76.67984 39.35017, -76.67886 39.3499, -76.67886 39.3499, -76.67682 39.34935, -76.67629 39.34916, -76.67629 39.34916, -76.67586 39.34901, -76.67532 39.34873, -76.6747 39.34837, -76.6747 39.34837, -76.67452 39.34825, -76.67427 39.34809, -76.67395 39.34785, -76.67354 39.34753, -76.67344 39.3474, -76.67344 39.3474, -76.67297 39.34692, -76.67263 39.34657, -76.6716 39.34545, -76.6716 39.34545, -76.67136 39.34518, -76.67075 39.34452, -76.67075 39.34452, -76.67043 39.34419, -76.66928 39.34296, -76.66899 39.34265, -76.66868 39.34232, -76.66845 39.34208, -76.66837 39.34199, -76.66823 39.34184, -76.66806 39.34166, -76.66797 39.34155, -76.66797 39.34155, -76.66757 39.34111, -76.6673 39.34079, -76.66697 39.34035, -76.66666 39.33993)
x24510272007,39.3665647,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:20,39.7,7882,3,WALK,1.1,0.0,71,,LINESTRING (-76.666704 39.339898, -76.6666771 39.339932, -76.6665067 39.3397075, -76.6664462 39.3396279, -76.66653 39.3395869, -76.6664999 39.3395461, -76.666472 39.3395083, -76.666429 39.3395273, -76.6663823 39.3395479)
x24510272007,39.3665647,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:20,39.7,7882,4,BUS,6.7,3.6,2390,11641,LINESTRING (-76.66653293028712 39.33957539346218, -76.66644 39.33962, -76.66636 39.33966, -76.66568 39.33997, -76.66543 39.34009, -76.66528 39.3402, -76.66512 39.34032, -76.66488 39.34049, -76.66464 39.34063, -76.6644 39.34076, -76.66425073764324 39.3408197049427, -76.66425073764324 39.3408197049427, -76.6642 39.34084, -76.66395 39.34092, -76.66368 39.34095, -76.66343 39.34095, -76.66324 39.34093, -76.66306 39.34089, -76.66259 39.34074, -76.66238 39.3407, -76.66212 39.34066, -76.66189 39.34066, -76.66181974476427 39.34066275510728, -76.66181974476427 39.34066275510728, -76.66138 39.34068, -76.66019 39.34073, -76.65890887281894 39.34077852754474, -76.65890887281894 39.34077852754474, -76.65887 39.34078, -76.65866 39.34079, -76.65812 39.34083, -76.65782 39.34091, -76.65754 39.34104, -76.65715 39.34128, -76.65692 39.3414, -76.65662 39.34153, -76.65629 39.34162, -76.65602 39.34169, -76.65546 39.34181, -76.65486 39.34193, -76.65454 39.34204, -76.65423 39.34219, -76.65388 39.34242, -76.65297 39.34312, -76.65196 39.34387, -76.65153 39.34418, -76.65111 39.34448, -76.65105475268483 39.344510692952866, -76.65105475268483 39.344510692952866, -76.65075 39.34468, -76.65047 39.3448, -76.65022 39.34487, -76.6499 39.34494, -76.64958 39.34498, -76.64927 39.345, -76.64905 39.34502, -76.64885 39.34504, -76.64814 39.3451, -76.64803724746496 39.345109943793716, -76.64803724746496 39.345109943793716, -76.64783 39.34513, -76.64774 39.34514, -76.64752 39.34516, -76.6472 39.34519, -76.64703 39.34521, -76.64686 39.34523, -76.64654 39.34526, -76.6456 39.34533, -76.64531 39.34536, -76.6451 39.34537, -76.64479 39.34537, -76.64455 39.34536, -76.64426 39.34533, -76.64387 39.34526, -76.64371 39.34523, -76.6435 39.34518, -76.64319 39.34509, -76.64291 39.34498, -76.6428 39.34486, -76.64268 39.34478, -76.6424 39.34463, -76.64194 39.3443, -76.6416750503093 39.34409151499748)
x24510272007,39.3665647,-76.7075857,western_h,39.347161199999995,-76.6425979,1,07:07:20,39.7,7882,5,WALK,6.5,0.0,371,,LINESTRING (-76.641712 39.3440129, -76.6416765 39.3440873, -76.6417934 39.3441803, -76.6420823 39.3444188, -76.6422778 39.344576, -76.6422106 39.344695, -76.6421668 39.3447727, -76.6421628 39.3448018, -76.642235 39.3448392, -76.641979 39.345086, -76.6419 39.345178, -76.641848 39.345261, -76.6418161 39.345363, -76.641793 39.345531, -76.641806 39.345723, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
