from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510270301,39.347138699999995,-76.5776357,western_h,39.347161199999995,-76.6425979,1,07:09:11,44.3,6586,1,WALK,20.2,0.0,1180,,LINESTRING (-76.5786725 39.3479608, -76.5784919 39.3478389, -76.578241 39.347682, -76.5780175 39.3475249, -76.577821 39.3473929, -76.5775851 39.3472338, -76.5772755 39.3470201, -76.5772818 39.3469949, -76.577402 39.346855, -76.577652 39.346582, -76.5778746 39.3463283, -76.5783014 39.3458385, -76.5783218 39.3458088, -76.5783437 39.3457718, -76.5783646 39.3457148, -76.5783779 39.3456348, -76.5783706 39.3455451, -76.5783345 39.3453793, -76.5783036 39.3452474, -76.5785903 39.3452189, -76.5789397 39.3451839, -76.5791596 39.3451694, -76.5794091 39.3451653, -76.5799509 39.3452026, -76.5802669 39.3452313, -76.5805678 39.3452586, -76.5808021 39.3452782, -76.5808969 39.3452861, -76.5811422 39.3453077, -76.5813557 39.3453295, -76.5815765 39.3453674, -76.5817903 39.3454143, -76.5819744 39.3454642, -76.5822175 39.345536, -76.582238 39.3454837, -76.5826007 39.3455932, -76.5827941 39.3456539, -76.5828335 39.3456663, -76.5830399 39.3457206, -76.5832545 39.3457677, -76.5834548 39.3457913, -76.5836785 39.3458055, -76.5841807 39.3458015, -76.584473 39.345798, -76.5844957 39.3457968, -76.5846097 39.3457907, -76.5850912 39.3457845, -76.5852843 39.3457741, -76.5854734 39.3457617, -76.5855525 39.3457513, -76.5856161 39.3457451, -76.5856692 39.3457399, -76.5857658 39.3457243, -76.5858865 39.3456984, -76.5859979 39.345688, -76.5860024 39.3456713, -76.5861296 39.3451963, -76.5861653 39.3450577, -76.586209 39.344888, -76.5862603 39.344707, -76.586197 39.344677)
x24510270301,39.347138699999995,-76.5776357,western_h,39.347161199999995,-76.6425979,1,07:09:11,44.3,6586,2,BUS,20.3,1.4,5265,11641,LINESTRING (-76.58628267542005 39.34471856244206, -76.58614 39.34521, -76.58597 39.34582, -76.58613 39.34589, -76.5878 39.34598, -76.58929 39.34605, -76.59138 39.34612, -76.59199 39.34614, -76.59216 39.34612, -76.59223 39.34611, -76.59259 39.34613, -76.59273700000286 39.34613, -76.59273700000286 39.34613, -76.59289 39.34613, -76.59322 39.3461, -76.5935 39.34603, -76.59375 39.34594, -76.59426 39.34571, -76.59547 39.34517, -76.59588 39.34499, -76.59615 39.34492, -76.59643 39.34487, -76.59662 39.34486, -76.59707 39.34489, -76.5976 39.34494, -76.59793362961858 39.3449675473997, -76.59793362961858 39.3449675473997, -76.59869 39.34503, -76.59901 39.34507, -76.59946518371582 39.34511685714722, -76.59946518371582 39.34511685714722, -76.59969 39.34514, -76.60033 39.3452, -76.60164 39.34531, -76.60210294067055 39.345353857537205, -76.60210294067055 39.345353857537205, -76.60259 39.3454, -76.60418 39.34556, -76.6045 39.34561, -76.60491 39.34573, -76.60548 39.34586, -76.60593 39.34593, -76.60625 39.34596, -76.60704 39.34604, -76.60750138398588 39.34609198692799, -76.60750138398588 39.34609198692799, -76.60775 39.34612, -76.60819 39.34615, -76.60869 39.34616, -76.60909 39.34616, -76.60910700000088 39.34616, -76.60910700000088 39.34616, -76.6096 39.34616, -76.60987 39.34616, -76.61069 39.34616, -76.61189 39.34612, -76.6125 39.34612, -76.61285 39.34611, -76.61314 39.3461, -76.61359 39.34604, -76.61407 39.34595, -76.61478 39.34577, -76.61628 39.3454, -76.61662007912636 39.34535276678801, -76.61662007912636 39.34535276678801, -76.61664 39.34535, -76.61711 39.34531, -76.6178 39.3453, -76.61818 39.34535, -76.61866 39.34542, -76.6196 39.3455, -76.62014 39.34552, -76.62053 39.34551, -76.62095 39.34547, -76.62135297699929 39.34541800296783, -76.62135297699929 39.34541800296783, -76.62157 39.34539, -76.62188 39.34534, -76.6221 39.34531, -76.62233 39.34529, -76.62264 39.34527, -76.62298 39.34525, -76.62302 39.34525, -76.62348 39.34522, -76.62352 39.34522, -76.62444 39.34516, -76.62487 39.34513, -76.62521 39.34511, -76.62559 39.34508, -76.62594 39.34506, -76.62621 39.34504, -76.62635 39.34503, -76.62659 39.34502, -76.62707 39.34498, -76.628 39.3449, -76.62828615686 39.344868204793336, -76.62828615686 39.344868204793336, -76.62845 39.34485, -76.62892 39.3448, -76.62988 39.34469, -76.63101 39.34457, -76.63164 39.34453, -76.63232 39.34447, -76.63279 39.34442, -76.633 39.34439, -76.63373 39.3443, -76.63439 39.34423, -76.63466 39.3442, -76.63525 39.34409, -76.63541 39.34404, -76.63606943111776 39.34380686778665, -76.63606943111776 39.34380686778665, -76.6364 39.34369, -76.63699 39.34347, -76.63757 39.34327, -76.6379 39.34316, -76.6381 39.34311, -76.63841 39.34306, -76.63863 39.34304, -76.63899 39.34304, -76.63934 39.34307, -76.63962 39.34312, -76.63993 39.34322, -76.64004621587128 39.34326648634851, -76.64004621587128 39.34326648634851, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.6411 39.34598, -76.64185 39.34581)
x24510270301,39.347138699999995,-76.5776357,western_h,39.347161199999995,-76.6425979,1,07:09:11,44.3,6586,3,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
