from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510151300,39.33830869999999,-76.6592857,western_h,39.347161199999995,-76.6425979,1,07:29:44,21.7,2826,1,WALK,8.2,0.0,487,,LINESTRING (-76.6591949 39.3385339, -76.6592189 39.3383882, -76.6592363 39.3382834, -76.6592377 39.3381735, -76.659231 39.3381008, -76.6592202 39.3380376, -76.6592001 39.3379712, -76.6591384 39.3378436, -76.6589645 39.3375013, -76.6588114 39.3372066, -76.6587964 39.3371777, -76.6585202 39.3372586, -76.657678 39.3375127, -76.6575249 39.3371321, -76.6572998 39.3365719, -76.657207 39.3363422, -76.6570695 39.3363774, -76.6568966 39.3364212, -76.6568063 39.3364392, -76.6567905 39.3363916, -76.6564525 39.3364729, -76.6563506 39.3364974, -76.656249 39.336503)
x24510151300,39.33830869999999,-76.6592857,western_h,39.347161199999995,-76.6425979,1,07:29:44,21.7,2826,2,BUS,7.9,3.1,2198,11649,LINESTRING (-76.65634 39.33648, -76.65635 39.3366, -76.65641 39.33717, -76.65645 39.33751, -76.65651 39.33769, -76.65658 39.33784, -76.65664 39.33795, -76.65674 39.3381, -76.65685 39.33821, -76.65729 39.3386, -76.65757 39.33884, -76.65767 39.33895, -76.65772 39.33906, -76.65784 39.33942, -76.65793 39.3399, -76.65796 39.34003, -76.65803 39.34028, -76.6581 39.34046, -76.65813 39.34062, -76.65813 39.34062, -76.65812 39.34083, -76.65782 39.34091, -76.65754 39.34104, -76.65715 39.34128, -76.65692 39.3414, -76.65662 39.34153, -76.65629 39.34162, -76.65602 39.34169, -76.65546 39.34181, -76.65486 39.34193, -76.65454 39.34204, -76.65423 39.34219, -76.65388 39.34242, -76.65297 39.34312, -76.65196 39.34387, -76.65153 39.34418, -76.65111 39.34448, -76.65111 39.34448, -76.65075 39.34468, -76.65047 39.3448, -76.65022 39.34487, -76.6499 39.34494, -76.64958 39.34498, -76.64927 39.345, -76.64905 39.34502, -76.64885 39.34504, -76.64814 39.3451, -76.64814 39.3451, -76.64783 39.34513, -76.64774 39.34514, -76.64752 39.34516, -76.6472 39.34519, -76.64703 39.34521, -76.64686 39.34523, -76.64654 39.34526, -76.6456 39.34533, -76.64531 39.34536, -76.6451 39.34537, -76.64479 39.34537, -76.64455 39.34536, -76.64426 39.34533, -76.64387 39.34526, -76.64371 39.34523, -76.6435 39.34518, -76.64319 39.34509, -76.64291 39.34498, -76.6428 39.34486, -76.64268 39.34478, -76.6424 39.34463, -76.64231 39.34475, -76.64186 39.34521, -76.64181 39.34531, -76.64179 39.34554, -76.64181 39.34566, -76.64185 39.34581)
x24510151300,39.33830869999999,-76.6592857,western_h,39.347161199999995,-76.6425979,1,07:29:44,21.7,2826,3,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
