from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510150701,39.32153170000001,-76.6742357,western_h,39.347161199999995,-76.6425979,1,07:14:02,33.4,6421,1,WALK,8.5,0.0,504,,LINESTRING (-76.6745203 39.3218174, -76.6735025 39.3215148, -76.6729703 39.3213565, -76.6729504 39.3214057, -76.6729222 39.3214358, -76.6727994 39.3216792, -76.6725279 39.322218, -76.6725204 39.3222333, -76.6724933 39.3222882, -76.6724703 39.3223342, -76.6720191 39.3232268, -76.6716069 39.3240444, -76.6715339 39.3240234, -76.6714638 39.3240016, -76.6711744 39.3239166, -76.6711739 39.32392)
x24510150701,39.32153170000001,-76.6742357,western_h,39.347161199999995,-76.6425979,1,07:14:02,33.4,6421,2,BUS,2.0,2.4,716,11738,LINESTRING (-76.67116150317074 39.32398608773768, -76.67051 39.32378, -76.66955 39.32349, -76.66857 39.32321, -76.66762 39.32293, -76.66748 39.32289, -76.66703569427789 39.32275211201728, -76.66703569427789 39.32275211201728, -76.66661 39.32262, -76.66476 39.32207, -76.66452 39.322, -76.66391 39.32183, -76.66354 39.32172, -76.66338688281984 39.321675618208644)
x24510150701,39.32153170000001,-76.6742357,western_h,39.347161199999995,-76.6425979,1,07:14:02,33.4,6421,3,WALK,1.9,0.0,498,,LINESTRING (-76.663396 39.321623, -76.6633866 39.3216751, -76.6635134 39.3217133, -76.6637834 39.3217921, -76.6637167 39.3219015, -76.6636808 39.3219604, -76.6635785 39.3219294, -76.6635278 39.3219142, -76.6633995 39.3218759, -76.6632762 39.321839, -76.663217 39.3218213, -76.6620491 39.3214725, -76.6612624 39.3212317, -76.660434 39.3209653, -76.6599242 39.3208041, -76.6593421 39.3206192, -76.6589831 39.3204983)
x24510150701,39.32153170000001,-76.6742357,western_h,39.347161199999995,-76.6425979,1,07:14:02,33.4,6421,4,BUS,7.2,2.2,3062,11639,LINESTRING (-76.66328784327806 39.32177657828331, -76.66349 39.32184, -76.66385 39.32195, -76.66371 39.32218, -76.66355 39.32239, -76.66338 39.32257, -76.66319 39.32272, -76.66311 39.32276, -76.66298 39.32284, -76.66277 39.32293, -76.66254 39.32301, -76.66227 39.3231, -76.66187 39.32324, -76.66160203970195 39.323335274772646, -76.66160203970195 39.323335274772646, -76.66142 39.3234, -76.66111 39.32352, -76.66082 39.32363, -76.6603 39.32386, -76.65937510568858 39.324271064138415, -76.65937510568858 39.324271064138415, -76.65922 39.32434, -76.65883 39.32451, -76.65833 39.32473, -76.65809 39.32487, -76.6579 39.32504, -76.65776908623576 39.32517091376424, -76.65776908623576 39.32517091376424, -76.65765 39.32529, -76.65756 39.32535, -76.65747 39.32544, -76.6572163428706 39.32568680153132, -76.6572163428706 39.32568680153132, -76.6571 39.3258, -76.65686 39.32604, -76.65668 39.32626, -76.65651 39.32653, -76.65632 39.32688, -76.65577 39.32805, -76.65566999805391 39.32833800560474, -76.65566999805391 39.32833800560474, -76.65552 39.32877, -76.65543 39.32902, -76.65535 39.32918, -76.65526 39.32931, -76.65513 39.32943, -76.65498 39.32954, -76.65463 39.3298, -76.65449 39.3299, -76.65431 39.33004, -76.65414 39.33017, -76.65409034503668 39.33021583535075, -76.65409034503668 39.33021583535075, -76.65401 39.33029, -76.65362 39.33041, -76.65321 39.33054, -76.65233 39.33087, -76.65199 39.33099, -76.65087373797357 39.331324119246005, -76.65087373797357 39.331324119246005, -76.65052 39.33143, -76.6495 39.3317, -76.64841 39.332, -76.64821859532952 39.33205162889138, -76.64821859532952 39.33205162889138, -76.64689 39.33241, -76.64695 39.33259, -76.64696 39.33267, -76.64701 39.33293, -76.64701 39.33302100000262, -76.64701 39.33302100000262, -76.64701 39.33311, -76.64697 39.33326, -76.6469 39.33343, -76.64681 39.33357, -76.64672 39.33368, -76.64658 39.3338, -76.64637 39.33394, -76.64607 39.33409, -76.64588 39.33418, -76.64574 39.33425, -76.64533 39.33446, -76.64513 39.33456, -76.64487 39.33468, -76.64464 39.33478, -76.64446 39.33485, -76.64105 39.33618, -76.64039 39.33643, -76.63953611430406 39.336770165846346, -76.63953611430406 39.336770165846346, -76.63916 39.33692, -76.63827 39.33726, -76.63804 39.33735, -76.63764232090354 39.33751137702465)
x24510150701,39.32153170000001,-76.6742357,western_h,39.347161199999995,-76.6425979,1,07:14:02,33.4,6421,5,WALK,1.4,0.0,149,,LINESTRING (-76.6376329 39.337473, -76.6376444 39.3375218, -76.6374729 39.3375898, -76.637361 39.337635, -76.6372813 39.3375241, -76.6371432 39.337332, -76.6370646 39.3373663, -76.6367368 39.3375098, -76.6369584 39.3377956)
x24510150701,39.32153170000001,-76.6742357,western_h,39.347161199999995,-76.6425979,1,07:14:02,33.4,6421,6,BUS,4.2,1.5,1377,11680,LINESTRING (-76.63716872345358 39.33737487004578, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63798301495075 39.33850859278679, -76.63798301495075 39.33850859278679, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.6395 39.3411, -76.63966 39.3415, -76.63972930323392 39.34170790970177, -76.63972930323392 39.34170790970177, -76.63981 39.34195, -76.63998 39.34245, -76.64008118225962 39.34274949948847, -76.64008118225962 39.34274949948847, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.64103304660856 39.345768340891595, -76.64103304660856 39.345768340891595, -76.6411 39.34598, -76.64165 39.34762, -76.64201 39.34883, -76.64208736910507 39.34909290472597)
x24510150701,39.32153170000001,-76.6742357,western_h,39.347161199999995,-76.6425979,1,07:14:02,33.4,6421,7,WALK,2.1,0.0,115,,LINESTRING (-76.6419669 39.3491519, -76.6421149 39.3491636, -76.6421149 39.3491636, -76.6420443 39.3489264, -76.6420257 39.3488639, -76.642344 39.3487969, -76.6427875 39.3487085)
