from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510271200,39.3665647,-76.6109857,western_h,39.347161199999995,-76.6425979,1,07:17:20,24.6,5237,1,WALK,4.9,0.0,348,,LINESTRING (-76.6117312 39.3666377, -76.6105039 39.3666232, -76.6105018 39.3662982, -76.6104625 39.3662985, -76.6098923 39.3662955, -76.6099002 39.3659244, -76.6099064 39.3656231, -76.6099085 39.3655202, -76.6099133 39.365283, -76.6099143 39.3652301, -76.6100418 39.3652279, -76.61007 39.3652136, -76.6102855 39.3652184, -76.610286 39.365188)
x24510271200,39.3665647,-76.6109857,western_h,39.347161199999995,-76.6425979,1,07:17:20,24.6,5237,2,BUS,7.7,1.1,3155,11643,LINESTRING (-76.61028640236064 39.36515102549747, -76.61078 39.36516, -76.61179 39.36517, -76.61252 39.36515, -76.61343 39.36507, -76.61416 39.36496, -76.61458 39.36489, -76.61502 39.36481, -76.61548 39.3647, -76.61576 39.36461, -76.61598 39.36457, -76.61632 39.36451, -76.61683 39.36444, -76.61737625675678 39.36437047641277, -76.61737625675678 39.36437047641277, -76.61738 39.36437, -76.61765 39.36432, -76.61798 39.36421, -76.61828 39.36408, -76.61863 39.36391, -76.61925 39.36356, -76.61958 39.36339, -76.6199 39.36325, -76.61994195877284 39.36323030506581, -76.61994195877284 39.36323030506581, -76.62039 39.36302, -76.62095 39.36285, -76.62175 39.36263, -76.62247 39.36247, -76.62298 39.36238, -76.6236 39.36226, -76.62472 39.3621, -76.62480570228844 39.36209627381354, -76.62480570228844 39.36209627381354, -76.62495 39.36209, -76.62538 39.36213, -76.62684 39.36201, -76.62743 39.36196, -76.62824 39.3619, -76.62928 39.3619, -76.63048 39.36192, -76.6306 39.36193, -76.63071 39.36193, -76.63107 39.36195, -76.63146 39.36197, -76.632 39.36199, -76.63308 39.36205, -76.63409055040836 39.36213745147764, -76.63409055040836 39.36213745147764, -76.63412 39.36214, -76.63463 39.3622, -76.63477 39.36222, -76.63491 39.36223, -76.63523 39.36225, -76.63589 39.36229, -76.63627 39.3623, -76.63699 39.36232, -76.63789 39.36235, -76.63875 39.36239, -76.63946 39.36241, -76.63979 39.36241, -76.63996 39.36241, -76.6406 39.3624, -76.64135 39.36235, -76.64205 39.36226, -76.64327 39.36206, -76.64399 39.36199, -76.64438 39.36195, -76.64478 39.3619, -76.64506 39.36184, -76.64534 39.36175, -76.64602012634516 39.36149306338072)
x24510271200,39.3665647,-76.6109857,western_h,39.347161199999995,-76.6425979,1,07:17:20,24.6,5237,3,WALK,1.9,0.0,142,,LINESTRING (-76.646033 39.36155, -76.6460212 39.3614997, -76.646022 39.3614995, -76.6462427 39.3614192, -76.6464163 39.3613647, -76.6465404 39.3613349, -76.6467273 39.3612896, -76.6465994 39.3613803, -76.6465186 39.3614469, -76.6464555 39.3615432, -76.6464555 39.3615432, -76.6464197 39.3616466, -76.6463923 39.361845)
x24510271200,39.3665647,-76.6109857,western_h,39.347161199999995,-76.6425979,1,07:17:20,24.6,5237,4,BUS,4.0,3.3,1490,11680,LINESTRING (-76.64628855227471 39.36155565682411, -76.64624 39.36141, -76.64618 39.36127, -76.64605 39.3609, -76.64578 39.36014, -76.64535200360775 39.358967873516676, -76.64535200360775 39.358967873516676, -76.6449 39.35773, -76.64451 39.35665, -76.64433 39.3561, -76.64426 39.3559, -76.64419314672799 39.35569944018393, -76.64419314672799 39.35569944018393, -76.64405 39.35527, -76.64332676169573 39.3532256463933, -76.64332676169573 39.3532256463933, -76.6433 39.35315, -76.64321 39.35283, -76.64304 39.35233, -76.64298894675836 39.35215651811093, -76.64298894675836 39.35215651811093, -76.64201 39.34883, -76.64193553074658 39.34857970056489)
x24510271200,39.3665647,-76.6109857,western_h,39.347161199999995,-76.6425979,1,07:17:20,24.6,5237,5,WALK,1.8,0.0,102,,LINESTRING (-76.641949 39.348573, -76.6419356 39.3485801, -76.6420066 39.3488038, -76.6420257 39.3488639, -76.642344 39.3487969, -76.6427875 39.3487085)
