from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510130200,39.3127017,-76.63168569999999,western_h,39.347161199999995,-76.6425979,1,07:10:55,36.5,7211,1,WALK,6.6,0.0,406,,LINESTRING (-76.6319898 39.312668, -76.6313579 39.3126936, -76.6312884 39.3117341, -76.6312827 39.3116569, -76.6313539 39.3116476, -76.6315246 39.3116253, -76.6316171 39.3116066, -76.6316322 39.3115404, -76.6316874 39.3114739, -76.631963 39.3113086, -76.632346 39.3110818, -76.6326167 39.3109215, -76.6326923 39.3108767, -76.6324746 39.310651, -76.632465 39.3106338, -76.6324429 39.3105944, -76.6324261 39.3105377, -76.6323026 39.310543, -76.6323015 39.3105029, -76.6322992 39.3104368, -76.6322981 39.3103843, -76.6322962 39.3103291, -76.632272 39.310334)
x24510130200,39.3127017,-76.63168569999999,western_h,39.347161199999995,-76.6425979,1,07:10:55,36.5,7211,2,BUS,4.6,2.0,1242,11736,LINESTRING (-76.63231 39.31039, -76.63116 39.31044, -76.63034 39.31048, -76.62985 39.3105, -76.6292 39.31053, -76.62882 39.31055, -76.62836 39.31057, -76.62797 39.31059, -76.62797 39.31059, -76.62589 39.3107, -76.62504 39.31074, -76.62504 39.31074, -76.62471 39.31076, -76.62405 39.31078, -76.6237 39.3108, -76.62345 39.31081, -76.62315 39.31083, -76.62286 39.31084, -76.62265 39.31085, -76.62265 39.31085, -76.6215 39.31089, -76.62145 39.31089, -76.62133 39.3109, -76.62085 39.31092, -76.62023 39.31094, -76.61984 39.31096, -76.61933 39.31096, -76.61789 39.31096)
x24510130200,39.3127017,-76.63168569999999,western_h,39.347161199999995,-76.6425979,1,07:10:55,36.5,7211,3,WALK,1.8,0.0,104,,LINESTRING (-76.618377 39.310872, -76.6183787 39.3109445, -76.6186419 39.3109339, -76.6186793 39.3109324, -76.6188688 39.3109275, -76.6189723 39.3109294, -76.6190296 39.3109344, -76.6191024 39.3109416, -76.6191453 39.3109481, -76.6191295 39.3108405, -76.6191955 39.3108401, -76.6192376 39.3108124, -76.6192732 39.3107784, -76.6192861 39.3107556)
x24510130200,39.3127017,-76.63168569999999,western_h,39.347161199999995,-76.6425979,1,07:10:55,36.5,7211,4,BUS,17.2,2.2,5344,11680,LINESTRING (-76.6193854651022 39.31082688375473, -76.61933 39.31096, -76.6193 39.3111, -76.61932 39.3117, -76.61934986678838 39.31199120118678, -76.61934986678838 39.31199120118678, -76.61936 39.31209, -76.61943 39.31313, -76.61947 39.31412, -76.61954177443981 39.31505306771755, -76.61954177443981 39.31505306771755, -76.61955 39.31516, -76.61962 39.31624, -76.61968 39.31714, -76.61973072552681 39.317582036733626, -76.61973072552681 39.317582036733626, -76.61975 39.31775, -76.61975 39.31821, -76.6198 39.31904, -76.61980543869495 39.31915421259403, -76.61980543869495 39.31915421259403, -76.61981 39.31925, -76.61983 39.31945, -76.61987 39.32012, -76.6199 39.32053, -76.62047 39.3205, -76.62055 39.32049, -76.62069 39.32047, -76.62094387037813 39.320748899852035, -76.62094387037813 39.320748899852035, -76.6214 39.32125, -76.62197978746175 39.321951847980024, -76.62197978746175 39.321951847980024, -76.62216 39.32217, -76.6226 39.32271, -76.62291 39.3231, -76.62364 39.32402, -76.62374997784778 39.32415965440988, -76.62374997784778 39.32415965440988, -76.62427 39.32482, -76.62478984657227 39.32550824757457, -76.62478984657227 39.32550824757457, -76.62498 39.32576, -76.62507 39.32587, -76.6254 39.32627, -76.62586 39.32683, -76.62592 39.32692, -76.62598 39.327, -76.62604 39.32705, -76.62613 39.3271, -76.62627 39.32713, -76.6264 39.32713, -76.62651 39.32713, -76.62747929609776 39.327091228156085, -76.62747929609776 39.327091228156085, -76.62751 39.32709, -76.62777 39.32708, -76.62893174540876 39.32702948933005, -76.62893174540876 39.32702948933005, -76.62915 39.32702, -76.62923531098902 39.32857455579996, -76.62923531098902 39.32857455579996, -76.62924 39.32866, -76.62928 39.3293, -76.62931 39.32993, -76.62936 39.33057, -76.62939 39.33123, -76.6297337690735 39.3312156762886, -76.6297337690735 39.3312156762886, -76.63035 39.33119, -76.63124 39.33115, -76.6323625323236 39.33110256905675, -76.6323625323236 39.33110256905675, -76.63266 39.33109, -76.63378 39.33105, -76.63462097603798 39.33101106592417, -76.63462097603798 39.33101106592417, -76.63486 39.331, -76.63494 39.33099, -76.63528009876133 39.33213598495662, -76.63528009876133 39.33213598495662, -76.6354 39.33254, -76.63543 39.33263, -76.63561 39.3332, -76.63581 39.33383, -76.63583 39.33389, -76.63592 39.33419, -76.63597477014959 39.33436995906293, -76.63597477014959 39.33436995906293, -76.63599 39.33442, -76.63609 39.33475, -76.63659 39.33643, -76.63669 39.33665, -76.6368 39.33686, -76.63708 39.33725, -76.63716872345358 39.33737487004578, -76.63716872345358 39.33737487004578, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63798301495075 39.33850859278679, -76.63798301495075 39.33850859278679, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.6395 39.3411, -76.63966 39.3415, -76.63972930323392 39.34170790970177, -76.63972930323392 39.34170790970177, -76.63981 39.34195, -76.63998 39.34245, -76.64008118225962 39.34274949948847, -76.64008118225962 39.34274949948847, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.64103304660856 39.345768340891595, -76.64103304660856 39.345768340891595, -76.6411 39.34598, -76.64165 39.34762, -76.64201 39.34883, -76.64208736910507 39.34909290472597)
x24510130200,39.3127017,-76.63168569999999,western_h,39.347161199999995,-76.6425979,1,07:10:55,36.5,7211,5,WALK,2.1,0.0,115,,LINESTRING (-76.6419669 39.3491519, -76.6421149 39.3491636, -76.6421149 39.3491636, -76.6420443 39.3489264, -76.6420257 39.3488639, -76.642344 39.3487969, -76.6427875 39.3487085)
