from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510272003,39.369213699999996,-76.67768570000001,western_h,39.347161199999995,-76.6425979,1,06:59:44,42.2,5289,1,WALK,29.5,0.0,1598,,LINESTRING (-76.6774645 39.36958, -76.6771225 39.3689144, -76.6770407 39.36879, -76.6769415 39.3686801, -76.6762884 39.3680679, -76.6759383 39.3677397, -76.6756621 39.367495, -76.6753201 39.367213, -76.674616 39.3666905, -76.674444 39.3665695, -76.6742668 39.3664445, -76.6741232 39.366318, -76.6739937 39.3661306, -76.6739051 39.3659564, -76.673838 39.3657939, -76.6736516 39.3653675, -76.673582 39.3652068, -76.6734962 39.365072, -76.6734163 39.3648585, -76.6733311 39.3646054, -76.673273 39.3645348, -76.6732319 39.3644855, -76.6731858 39.3644301, -76.6731078 39.364319, -76.6730879 39.364228, -76.6729614 39.364289, -76.6726805 39.364391, -76.6718334 39.364692, -76.6714418 39.3648521, -76.6707986 39.3651506, -76.6706194 39.3652515, -76.670446 39.3653628, -76.670316 39.3654598, -76.6701973 39.3655568, -76.670088 39.3656638, -76.6697338 39.3660574, -76.6696047 39.3661741, -76.6694543 39.3662944, -76.6692745 39.3664128, -76.6690882 39.3665227, -76.668927 39.3666101, -76.6687251 39.3667074, -76.6685698 39.3667607, -76.6683938 39.3668075, -76.6682544 39.3668252, -76.6681342 39.3668327, -76.6679813 39.3668324, -76.6676731 39.3668024, -76.6674811 39.3667819, -76.6673006 39.3667761, -76.6670911 39.3667833, -76.6669024 39.3667986, -76.6665057 39.3668688, -76.6663775 39.3668859, -76.6661799 39.3668931, -76.6660019 39.366884, -76.6658362 39.3668636, -76.6650152 39.3667216, -76.6643548 39.366598, -76.6644045 39.3664479, -76.6644045 39.3664479, -76.664326 39.3664289)
x24510272003,39.369213699999996,-76.67768570000001,western_h,39.347161199999995,-76.6425979,1,06:59:44,42.2,5289,2,BUS,9.3,1.6,3589,11680,LINESTRING (-76.66439860754967 39.36647165543556, -76.66435 39.36661, -76.66392 39.36654, -76.66357 39.36652, -76.66291 39.36654, -76.6616 39.36659, -76.66085900000691 39.36659, -76.66085900000691 39.36659, -76.66071 39.36659, -76.66024 39.36659, -76.6601 39.36659, -76.65964 39.36655, -76.65902 39.36646, -76.65845 39.36637, -76.65819 39.36633, -76.65721 39.36619, -76.65693 39.36616, -76.65664 39.36616, -76.65626 39.36621, -76.65602 39.36628, -76.65581 39.36637, -76.65532 39.36666, -76.65518 39.36675, -76.65508 39.36681, -76.65498 39.36683, -76.65487 39.36686, -76.65461 39.3669, -76.6544 39.36692, -76.65396701105952 39.36692883650899, -76.65396701105952 39.36692883650899, -76.65391 39.36693, -76.65353 39.36693, -76.65327 39.36692, -76.65313 39.36687, -76.65285 39.36675, -76.65254 39.36664, -76.65234474679232 39.366582147197725, -76.65234474679232 39.366582147197725, -76.65227 39.36656, -76.65219 39.36655, -76.65197 39.36656, -76.65168 39.36659, -76.6515 39.36663, -76.65089 39.3668, -76.65064 39.36687, -76.65049 39.3669, -76.65012 39.36694, -76.64924 39.36703, -76.64875045589447 39.367083543886544, -76.64875045589447 39.367083543886544, -76.6486 39.3671, -76.64812 39.36715, -76.64805 39.36704, -76.64793 39.36685, -76.64783 39.3667, -76.64777 39.36652, -76.6477 39.36599, -76.64762 39.36553, -76.64749 39.3651, -76.64739 39.36483, -76.64734 39.36468, -76.64723856352597 39.36437789571866, -76.64723856352597 39.36437789571866, -76.64688 39.36331, -76.64671 39.3628, -76.64661 39.36252, -76.64646 39.36207, -76.64628855227471 39.36155565682411, -76.64628855227471 39.36155565682411, -76.64624 39.36141, -76.64618 39.36127, -76.64605 39.3609, -76.64578 39.36014, -76.64535200360775 39.358967873516676, -76.64535200360775 39.358967873516676, -76.6449 39.35773, -76.64451 39.35665, -76.64433 39.3561, -76.64426 39.3559, -76.64419314672799 39.35569944018393, -76.64419314672799 39.35569944018393, -76.64405 39.35527, -76.64332676169573 39.3532256463933, -76.64332676169573 39.3532256463933, -76.6433 39.35315, -76.64321 39.35283, -76.64304 39.35233, -76.64298894675836 39.35215651811093, -76.64298894675836 39.35215651811093, -76.64201 39.34883, -76.64193553074658 39.34857970056489)
x24510272003,39.369213699999996,-76.67768570000001,western_h,39.347161199999995,-76.6425979,1,06:59:44,42.2,5289,3,WALK,1.8,0.0,102,,LINESTRING (-76.641949 39.348573, -76.6419356 39.3485801, -76.6420066 39.3488038, -76.6420257 39.3488639, -76.642344 39.3487969, -76.6427875 39.3487085)
