from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510130600,39.3277127,-76.62708570000001,western_h,39.347161199999995,-76.6425979,1,07:29:44,17.6,3506,1,WALK,3.2,0.0,187,,LINESTRING (-76.6270173 39.327829, -76.6270136 39.3274824, -76.6266064 39.3274884, -76.6265896 39.3271922, -76.6271321 39.3271727, -76.6274028 39.3271676, -76.6274815 39.3271661, -76.627482 39.327204)
x24510130600,39.3277127,-76.62708570000001,western_h,39.347161199999995,-76.6425979,1,07:29:44,17.6,3506,2,BUS,10.2,2.2,3204,11680,LINESTRING (-76.62747929609776 39.327091228156085, -76.62751 39.32709, -76.62777 39.32708, -76.62893174540876 39.32702948933005, -76.62893174540876 39.32702948933005, -76.62915 39.32702, -76.62923531098902 39.32857455579996, -76.62923531098902 39.32857455579996, -76.62924 39.32866, -76.62928 39.3293, -76.62931 39.32993, -76.62936 39.33057, -76.62939 39.33123, -76.6297337690735 39.3312156762886, -76.6297337690735 39.3312156762886, -76.63035 39.33119, -76.63124 39.33115, -76.6323625323236 39.33110256905675, -76.6323625323236 39.33110256905675, -76.63266 39.33109, -76.63378 39.33105, -76.63462097603798 39.33101106592417, -76.63462097603798 39.33101106592417, -76.63486 39.331, -76.63494 39.33099, -76.63528009876133 39.33213598495662, -76.63528009876133 39.33213598495662, -76.6354 39.33254, -76.63543 39.33263, -76.63561 39.3332, -76.63581 39.33383, -76.63583 39.33389, -76.63592 39.33419, -76.63597477014959 39.33436995906293, -76.63597477014959 39.33436995906293, -76.63599 39.33442, -76.63609 39.33475, -76.63659 39.33643, -76.63669 39.33665, -76.6368 39.33686, -76.63708 39.33725, -76.63716872345358 39.33737487004578, -76.63716872345358 39.33737487004578, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63798301495075 39.33850859278679, -76.63798301495075 39.33850859278679, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.6395 39.3411, -76.63966 39.3415, -76.63972930323392 39.34170790970177, -76.63972930323392 39.34170790970177, -76.63981 39.34195, -76.63998 39.34245, -76.64008118225962 39.34274949948847, -76.64008118225962 39.34274949948847, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.64103304660856 39.345768340891595, -76.64103304660856 39.345768340891595, -76.6411 39.34598, -76.64165 39.34762, -76.64201 39.34883, -76.64208736910507 39.34909290472597)
x24510130600,39.3277127,-76.62708570000001,western_h,39.347161199999995,-76.6425979,1,07:29:44,17.6,3506,3,WALK,2.1,0.0,115,,LINESTRING (-76.6419669 39.3491519, -76.6421149 39.3491636, -76.6421149 39.3491636, -76.6420443 39.3489264, -76.6420257 39.3488639, -76.642344 39.3487969, -76.6427875 39.3487085)
