from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510120400,39.3144677,-76.6121357,western_h,39.347161199999995,-76.6425979,1,07:12:02,27.4,5675,1,WALK,7.8,0.0,524,,LINESTRING (-76.6112335 39.3145298, -76.6125451 39.3144762, -76.6126317 39.3144739, -76.6126893 39.3144701, -76.6127086 39.3144692, -76.6127188 39.314449, -76.6127221 39.3144025, -76.6132794 39.3143788, -76.6133137 39.3143774, -76.6135126 39.3143695, -76.6135685 39.3143673, -76.6139048 39.3143534, -76.6139982 39.3143503, -76.6140855 39.3143452, -76.6145744 39.3143274, -76.6150707 39.3143077, -76.6151674 39.3143039, -76.6152505 39.3143004, -76.6157075 39.314281, -76.6159584 39.3142704, -76.6162018 39.3142601, -76.6162874 39.3142564, -76.6166265 39.314242, -76.6166535 39.3142409, -76.6166498 39.3141502, -76.6167582 39.3141474, -76.6167571 39.3141185, -76.6167455 39.3139403, -76.616648 39.313951)
x24510120400,39.3144677,-76.6121357,western_h,39.347161199999995,-76.6425979,1,07:12:02,27.4,5675,2,BUS,15.1,2.2,5010,11744,LINESTRING (-76.616733175565 39.31394239682257, -76.61675 39.31422, -76.61682 39.31525, -76.6169 39.31634, -76.61696 39.31725, -76.61698000738622 39.317550110793114, -76.61698000738622 39.317550110793114, -76.61698000738622 39.317550110793114, -76.61698000738622 39.317550110793114, -76.617 39.31785, -76.61703 39.31843, -76.61707 39.31915, -76.61709 39.31935, -76.61717 39.32064, -76.61725 39.32192, -76.61733 39.32319, -76.6174 39.3241, -76.61742 39.32446, -76.6175 39.3257, -76.6175 39.32576, -76.61751 39.32584, -76.61754 39.32634, -76.61757 39.32686, -76.61758 39.32703, -76.61766 39.3281, -76.61771 39.32919, -76.61772 39.32942, -76.61796 39.33251, -76.61797 39.33264, -76.61897 39.33332, -76.61928 39.33352, -76.61974 39.33383, -76.62 39.33401, -76.62044 39.33429, -76.62082 39.33454, -76.6214 39.33492, -76.62149 39.33498, -76.62302 39.33598, -76.62311 39.33604, -76.62341 39.33621, -76.62384 39.33648, -76.62446 39.33691, -76.62461 39.337, -76.62508 39.33726, -76.62529 39.33732, -76.62536 39.33734, -76.62544 39.33736, -76.62557 39.33737, -76.62715 39.33728, -76.62811 39.33723, -76.62843 39.33722, -76.62903 39.33719, -76.62942 39.33717, -76.6295 39.33717, -76.62962 39.33716, -76.62973 39.33716, -76.63002 39.33715, -76.63033 39.33713, -76.63043 39.33713, -76.631 39.33711, -76.63116 39.3371, -76.63119 39.3371, -76.63163 39.33708, -76.63271 39.33706, -76.63288 39.33707, -76.63304 39.33712, -76.63415 39.33739, -76.63529 39.33764, -76.63602 39.3378, -76.63637 39.33786, -76.63663 39.33786, -76.6369 39.3378, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.63942 39.34093, -76.6395 39.3411, -76.63966 39.3415, -76.63973 39.34173, -76.63981 39.34195, -76.63991 39.34226, -76.63998 39.34245, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64075 39.34489, -76.64079 39.345, -76.64085 39.34518, -76.6411 39.34598, -76.64185 39.34581)
x24510120400,39.3144677,-76.6121357,western_h,39.347161199999995,-76.6425979,1,07:12:02,27.4,5675,3,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
