from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510130700,39.3338937,-76.6328357,western_h,39.347161199999995,-76.6425979,1,07:32:02,15.3,2235,1,WALK,6.3,0.0,392,,LINESTRING (-76.6328347 39.3335468, -76.6328467 39.3337495, -76.6328582 39.3339302, -76.6328776 39.3342351, -76.6334801 39.3342104, -76.6344685 39.3341698, -76.6345527 39.3341661, -76.6346428 39.3341429, -76.634732 39.3341181, -76.6350762 39.3340512, -76.6350939 39.3341136, -76.6351155 39.3341754, -76.6351567 39.3342903, -76.6351994 39.3343818, -76.6352049 39.3343953, -76.6353746 39.3343834, -76.635413 39.334393, -76.6354448 39.3343572, -76.6354888 39.3343185, -76.6355435 39.3342847, -76.635609 39.3342559, -76.6356926 39.3342356, -76.6357841 39.3342156, -76.6358275 39.3342081, -76.6358284 39.3342263, -76.6358895 39.3344132, -76.63589 39.334413)
x24510130700,39.3338937,-76.6328357,western_h,39.347161199999995,-76.6425979,1,07:32:02,15.3,2235,2,BUS,5.3,1.6,1728,11680,LINESTRING (-76.63597477014959 39.33436995906293, -76.63599 39.33442, -76.63609 39.33475, -76.63659 39.33643, -76.63669 39.33665, -76.6368 39.33686, -76.63708 39.33725, -76.63716872345358 39.33737487004578, -76.63716872345358 39.33737487004578, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63798301495075 39.33850859278679, -76.63798301495075 39.33850859278679, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.6395 39.3411, -76.63966 39.3415, -76.63972930323392 39.34170790970177, -76.63972930323392 39.34170790970177, -76.63981 39.34195, -76.63998 39.34245, -76.64008118225962 39.34274949948847, -76.64008118225962 39.34274949948847, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.64103304660856 39.345768340891595, -76.64103304660856 39.345768340891595, -76.6411 39.34598, -76.64165 39.34762, -76.64201 39.34883, -76.64208736910507 39.34909290472597)
x24510130700,39.3338937,-76.6328357,western_h,39.347161199999995,-76.6425979,1,07:32:02,15.3,2235,3,WALK,2.1,0.0,115,,LINESTRING (-76.6419669 39.3491519, -76.6421149 39.3491636, -76.6421149 39.3491636, -76.6420443 39.3489264, -76.6420257 39.3488639, -76.642344 39.3487969, -76.6427875 39.3487085)
