from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510090400,39.3197657,-76.60638569999999,western_h,39.347161199999995,-76.6425979,1,07:13:26,35.0,6949,1,WALK,8.3,0.0,484,,LINESTRING (-76.6053997 39.3197918, -76.6055191 39.319745, -76.6059372 39.3193394, -76.6059999 39.319234, -76.6064631 39.3187813, -76.6067855 39.3184619, -76.6069408 39.318308, -76.6070473 39.3183051, -76.6070699 39.3183033, -76.607087 39.3182871, -76.6071231 39.3182526, -76.6071665 39.3182112, -76.6077026 39.3181919, -76.6077242 39.3181911, -76.6084367 39.3181654, -76.6088543 39.3181503, -76.6090434 39.3181435, -76.6090773 39.3181423, -76.6092077 39.3181376, -76.6093788 39.3181314, -76.6094622 39.3181284, -76.6094572 39.3177452, -76.609377 39.317747)
x24510090400,39.3197657,-76.60638569999999,western_h,39.347161199999995,-76.6425979,1,07:13:26,35.0,6949,2,BUS,7.3,1.3,3149,11743,LINESTRING (-76.60946014079929 39.31774873605728, -76.60946 39.31776, -76.60945 39.31812, -76.60946 39.31895, -76.60946 39.31902, -76.60946 39.31947, -76.60948 39.32003, -76.60948 39.3205379999876, -76.60948 39.3205379999876, -76.60948 39.32091, -76.60948 39.32153, -76.60946 39.32218, -76.60944 39.3228, -76.60943200518966 39.323151771655084, -76.60943200518966 39.323151771655084, -76.60943 39.32324, -76.60943 39.32344, -76.60943 39.32378, -76.60941 39.32435, -76.60941 39.32477, -76.60941 39.32488400000408, -76.60941 39.32488400000408, -76.60941 39.32538, -76.60941 39.32608, -76.60941793470144 39.32696075186014, -76.60941793470144 39.32696075186014, -76.60942 39.32719, -76.60942 39.32737, -76.60942542312921 39.327700810881254, -76.60942542312921 39.327700810881254, -76.60943 39.32798, -76.60943 39.32814, -76.60944 39.32831, -76.60944 39.32849, -76.60944 39.32868, -76.60944 39.32922, -76.60945 39.32972, -76.60945 39.33019, -76.60945 39.33071799999714, -76.60945 39.33071799999714, -76.60945 39.33094, -76.6094677543056 39.33242248451769, -76.6094677543056 39.33242248451769, -76.60947 39.33261, -76.6095 39.33443, -76.6095 39.33531, -76.60951 39.33615, -76.60951 39.33620299999863, -76.60951 39.33620299999863, -76.60951 39.33637, -76.60951 39.3368, -76.60953 39.33728, -76.60956 39.3379, -76.60954322929621 39.33848697463274, -76.60954322929621 39.33848697463274, -76.60954 39.3386, -76.60954 39.33866, -76.60955 39.33931, -76.60955 39.33939, -76.60956 39.33977, -76.60956 39.34021, -76.60956755390346 39.340829420083764, -76.60956755390346 39.340829420083764, -76.60957 39.34103, -76.60957944080411 39.342899279216525, -76.60957944080411 39.342899279216525, -76.60958 39.34301, -76.60958 39.34346, -76.60956 39.34404, -76.60956 39.34427, -76.60958 39.3455, -76.60959 39.34574, -76.60959809582234 39.34608002453804)
x24510090400,39.3197657,-76.60638569999999,western_h,39.347161199999995,-76.6425979,1,07:13:26,35.0,6949,3,WALK,0.7,0.0,73,,LINESTRING (-76.609473 39.346085, -76.6094719 39.3460978, -76.6094721 39.3461537, -76.6094251 39.3461537, -76.609303 39.3461537, -76.6091808 39.3461539, -76.6091065 39.3461546, -76.6087107 39.3461584)
x24510090400,39.3197657,-76.60638569999999,western_h,39.347161199999995,-76.6425979,1,07:13:26,35.0,6949,4,BUS,11.0,3.9,3102,11641,LINESTRING (-76.60910700000088 39.34616, -76.6096 39.34616, -76.60987 39.34616, -76.61069 39.34616, -76.61189 39.34612, -76.6125 39.34612, -76.61285 39.34611, -76.61314 39.3461, -76.61359 39.34604, -76.61407 39.34595, -76.61478 39.34577, -76.61628 39.3454, -76.61662007912636 39.34535276678801, -76.61662007912636 39.34535276678801, -76.61664 39.34535, -76.61711 39.34531, -76.6178 39.3453, -76.61818 39.34535, -76.61866 39.34542, -76.6196 39.3455, -76.62014 39.34552, -76.62053 39.34551, -76.62095 39.34547, -76.62135297699929 39.34541800296783, -76.62135297699929 39.34541800296783, -76.62157 39.34539, -76.62188 39.34534, -76.6221 39.34531, -76.62233 39.34529, -76.62264 39.34527, -76.62298 39.34525, -76.62302 39.34525, -76.62348 39.34522, -76.62352 39.34522, -76.62444 39.34516, -76.62487 39.34513, -76.62521 39.34511, -76.62559 39.34508, -76.62594 39.34506, -76.62621 39.34504, -76.62635 39.34503, -76.62659 39.34502, -76.62707 39.34498, -76.628 39.3449, -76.62828615686 39.344868204793336, -76.62828615686 39.344868204793336, -76.62845 39.34485, -76.62892 39.3448, -76.62988 39.34469, -76.63101 39.34457, -76.63164 39.34453, -76.63232 39.34447, -76.63279 39.34442, -76.633 39.34439, -76.63373 39.3443, -76.63439 39.34423, -76.63466 39.3442, -76.63525 39.34409, -76.63541 39.34404, -76.63606943111776 39.34380686778665, -76.63606943111776 39.34380686778665, -76.6364 39.34369, -76.63699 39.34347, -76.63757 39.34327, -76.6379 39.34316, -76.6381 39.34311, -76.63841 39.34306, -76.63863 39.34304, -76.63899 39.34304, -76.63934 39.34307, -76.63962 39.34312, -76.63993 39.34322, -76.64004621587128 39.34326648634851, -76.64004621587128 39.34326648634851, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.6411 39.34598, -76.64185 39.34581)
x24510090400,39.3197657,-76.60638569999999,western_h,39.347161199999995,-76.6425979,1,07:13:26,35.0,6949,5,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
