from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510270803,39.362149699999996,-76.5833857,western_h,39.347161199999995,-76.6425979,1,07:04:02,33.4,8003,1,WALK,8.2,0.0,478,,LINESTRING (-76.5831894 39.3622317, -76.5836294 39.3619555, -76.5840295 39.3616915, -76.5844492 39.3614469, -76.5848417 39.3611796, -76.585251 39.3609373, -76.585656 39.360674, -76.585643 39.360584, -76.585651 39.360514, -76.58567 39.360438, -76.5857 39.360379, -76.585758 39.360269, -76.5859015 39.3599721, -76.586031 39.359704, -76.5861053 39.3595457, -76.5863023 39.3590946, -76.586186 39.3590572, -76.586172 39.359131)
x24510270803,39.362149699999996,-76.5833857,western_h,39.347161199999995,-76.6425979,1,07:04:02,33.4,8003,2,BUS,21.8,1.0,7384,11643,LINESTRING (-76.58618841006279 39.35904459165454, -76.5863 39.35908, -76.58681 39.35924, -76.58726 39.35939, -76.58847 39.35978, -76.58869 39.35985, -76.58899194839954 39.359948713899854, -76.58899194839954 39.359948713899854, -76.59048979362488 39.36043839406967, -76.59048979362488 39.36043839406967, -76.59077 39.36053, -76.5913 39.36068, -76.5919 39.36078, -76.59243 39.3608, -76.59382714949608 39.36073720676422, -76.59382714949608 39.36073720676422, -76.59421 39.36072, -76.59489 39.36066, -76.59553 39.36055, -76.59596 39.36043, -76.59715416269958 39.36005045991719, -76.59715416269958 39.36005045991719, -76.59725 39.36002, -76.59753 39.35997, -76.59806 39.35988, -76.59820582515762 39.35987011354863, -76.59820582515762 39.35987011354863, -76.59865 39.35984, -76.59915 39.35985, -76.59966 39.35989, -76.59998 39.35996, -76.60027 39.36005, -76.60061 39.36019, -76.60104862288296 39.360442358371024, -76.60104862288296 39.360442358371024, -76.60134 39.36061, -76.60228334200859 39.3611777521348, -76.60228334200859 39.3611777521348, -76.60242 39.36126, -76.60355 39.36193, -76.60498 39.36278, -76.60567 39.36318, -76.60681 39.36386, -76.60697521470189 39.36394695510626, -76.60697521470189 39.36394695510626, -76.607 39.36396, -76.60728 39.36409, -76.60727 39.36421, -76.60721 39.36462, -76.60721 39.36471, -76.60721 39.36485, -76.60778 39.36496, -76.60844 39.36505, -76.60904 39.3651, -76.60926339292229 39.365111456047295, -76.60926339292229 39.365111456047295, -76.60943 39.36512, -76.60992 39.36514, -76.61023 39.36515, -76.61028640236064 39.36515102549747, -76.61028640236064 39.36515102549747, -76.61078 39.36516, -76.61179 39.36517, -76.61252 39.36515, -76.61343 39.36507, -76.61416 39.36496, -76.61458 39.36489, -76.61502 39.36481, -76.61548 39.3647, -76.61576 39.36461, -76.61598 39.36457, -76.61632 39.36451, -76.61683 39.36444, -76.61737625675678 39.36437047641277, -76.61737625675678 39.36437047641277, -76.61738 39.36437, -76.61765 39.36432, -76.61798 39.36421, -76.61828 39.36408, -76.61863 39.36391, -76.61925 39.36356, -76.61958 39.36339, -76.6199 39.36325, -76.61994195877284 39.36323030506581, -76.61994195877284 39.36323030506581, -76.62039 39.36302, -76.62095 39.36285, -76.62175 39.36263, -76.62247 39.36247, -76.62298 39.36238, -76.6236 39.36226, -76.62472 39.3621, -76.62480570228844 39.36209627381354, -76.62480570228844 39.36209627381354, -76.62495 39.36209, -76.62538 39.36213, -76.62684 39.36201, -76.62743 39.36196, -76.62824 39.3619, -76.62928 39.3619, -76.63048 39.36192, -76.6306 39.36193, -76.63071 39.36193, -76.63107 39.36195, -76.63146 39.36197, -76.632 39.36199, -76.63308 39.36205, -76.63409055040836 39.36213745147764, -76.63409055040836 39.36213745147764, -76.63412 39.36214, -76.63463 39.3622, -76.63477 39.36222, -76.63491 39.36223, -76.63523 39.36225, -76.63589 39.36229, -76.63627 39.3623, -76.63699 39.36232, -76.63789 39.36235, -76.63875 39.36239, -76.63946 39.36241, -76.63979 39.36241, -76.63996 39.36241, -76.6406 39.3624, -76.64135 39.36235, -76.64205 39.36226, -76.64327 39.36206, -76.64399 39.36199, -76.64438 39.36195, -76.64478 39.3619, -76.64506 39.36184, -76.64534 39.36175, -76.64624 39.36141, -76.64618 39.36127, -76.64605 39.3609, -76.64578 39.36014, -76.6449 39.35773, -76.64451 39.35665, -76.64433 39.3561, -76.64426 39.3559, -76.64405 39.35527, -76.6433 39.35315, -76.64321 39.35283, -76.64304 39.35233, -76.64201 39.34883, -76.64165 39.34762, -76.6411 39.34598, -76.64185 39.34581)
x24510270803,39.362149699999996,-76.5833857,western_h,39.347161199999995,-76.6425979,1,07:04:02,33.4,8003,3,WALK,2.5,0.0,141,,LINESTRING (-76.641861 39.345751, -76.6418269 39.3457742, -76.641847 39.3458234, -76.6419135 39.3460258, -76.6419454 39.3461227, -76.6419742 39.3462103, -76.6420081 39.3463135, -76.6420394 39.3464087, -76.6421 39.3465934, -76.6421663 39.3467952, -76.6422247 39.3469725)
