from_id,from_lat,from_lon,to_id,to_lat,to_lon,option,departure_time,total_duration,total_distance,segment,mode,segment_duration,wait,distance,route,geometry
x24510130806,39.3312447,-76.6489357,western_h,39.347161199999995,-76.6425979,1,07:29:44,17.5,3047,1,WALK,4.1,0.0,246,,LINESTRING (-76.6483435 39.3310541, -76.6484447 39.3313607, -76.6484613 39.3313717, -76.6486276 39.3313405, -76.6486359 39.3313193, -76.6485387 39.3310174, -76.6483435 39.3310541, -76.6482093 39.3310795, -76.6484272 39.3320025, -76.6483234 39.3320302, -76.6482557 39.3320482, -76.648208 39.331986)
x24510130806,39.3312447,-76.6489357,western_h,39.347161199999995,-76.6425979,1,07:29:44,17.5,3047,2,BUS,2.8,1.4,1160,11639,LINESTRING (-76.64821859532952 39.33205162889138, -76.64689 39.33241, -76.64695 39.33259, -76.64696 39.33267, -76.64701 39.33293, -76.64701 39.33302100000262, -76.64701 39.33302100000262, -76.64701 39.33311, -76.64697 39.33326, -76.6469 39.33343, -76.64681 39.33357, -76.64672 39.33368, -76.64658 39.3338, -76.64637 39.33394, -76.64607 39.33409, -76.64588 39.33418, -76.64574 39.33425, -76.64533 39.33446, -76.64513 39.33456, -76.64487 39.33468, -76.64464 39.33478, -76.64446 39.33485, -76.64105 39.33618, -76.64039 39.33643, -76.63953611430406 39.336770165846346, -76.63953611430406 39.336770165846346, -76.63916 39.33692, -76.63827 39.33726, -76.63804 39.33735, -76.63764232090354 39.33751137702465)
x24510130806,39.3312447,-76.6489357,western_h,39.347161199999995,-76.6425979,1,07:29:44,17.5,3047,3,WALK,1.4,0.0,149,,LINESTRING (-76.6376329 39.337473, -76.6376444 39.3375218, -76.6374729 39.3375898, -76.637361 39.337635, -76.6372813 39.3375241, -76.6371432 39.337332, -76.6370646 39.3373663, -76.6367368 39.3375098, -76.6369584 39.3377956)
x24510130806,39.3312447,-76.6489357,western_h,39.347161199999995,-76.6425979,1,07:29:44,17.5,3047,4,BUS,4.2,1.5,1377,11680,LINESTRING (-76.63716872345358 39.33737487004578, -76.63735 39.33763, -76.63771 39.33814, -76.63788 39.33837, -76.63797 39.33849, -76.63798301495075 39.33850859278679, -76.63798301495075 39.33850859278679, -76.63811 39.33869, -76.63835 39.33906, -76.63855 39.33934, -76.63895 39.34, -76.6391 39.34026, -76.63932 39.3407, -76.6395 39.3411, -76.63966 39.3415, -76.63972930323392 39.34170790970177, -76.63972930323392 39.34170790970177, -76.63981 39.34195, -76.63998 39.34245, -76.64008118225962 39.34274949948847, -76.64008118225962 39.34274949948847, -76.64023 39.34319, -76.64028 39.34336, -76.64055 39.34429, -76.64079 39.345, -76.64103304660856 39.345768340891595, -76.64103304660856 39.345768340891595, -76.6411 39.34598, -76.64165 39.34762, -76.64201 39.34883, -76.64208736910507 39.34909290472597)
x24510130806,39.3312447,-76.6489357,western_h,39.347161199999995,-76.6425979,1,07:29:44,17.5,3047,5,WALK,2.1,0.0,115,,LINESTRING (-76.6419669 39.3491519, -76.6421149 39.3491636, -76.6421149 39.3491636, -76.6420443 39.3489264, -76.6420257 39.3488639, -76.642344 39.3487969, -76.6427875 39.3487085)
