census_tract,to_id,travel_time_p50,departure_time,on_time,prog_no,bldg_num,name,type,grades,students,am_bell,pm_bell,geometry.x,arrival_time,program,enrollment,school_name,fulladdr,prg_num,address,zipcode,school_polygon,school_point,school_point_lat,school_point_lon,GHS_BUILT_S_E2030_GLOBE_R2023A_54009_100_V1_0_R5_C12,NAME,tract_point_lon,tract_point_lat,id,geometry.y
24510130700,western_h,18,2025-01-17T12:30:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:48:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,4428.833652337481,1307,-76.6328357,39.3338937,58,"c(-76.6328357, 39.3338937)"
24510130803,western_h,14,2025-01-17T12:40:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:54:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3435.2835852867856,1308.03,-76.6443357,39.3427237,59,"c(-76.6443357, 39.3427237)"
24510130805,western_h,27,2025-01-17T12:20:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:47:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3689.5436825970182,1308.05,-76.6581357,39.3462557,61,"c(-76.6581357, 39.3462557)"
24510130806,western_h,23,2025-01-17T12:20:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:43:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3514.776148363672,1308.06,-76.6489357,39.3312447,62,"c(-76.6489357, 39.3312447)"
24510140100,western_h,37,2025-01-17T12:10:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:47:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3086.752897957087,1401,-76.6259357,39.3100527,63,"c(-76.6259357, 39.3100527)"
24510140200,western_h,45,2025-01-17T12:10:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:55:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3781.5176484526637,1402,-76.6316857,39.3056377,64,"c(-76.6316857, 39.3056377)"
24510140300,western_h,43,2025-01-17T12:10:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:53:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3029.3115086472826,1403,-76.6362857,39.3038717,65,"c(-76.6362857, 39.3038717)"
24510150100,western_h,45,2025-01-17T12:10:00Z,TRUE,407,407,Western High,Traditional,9 - 12,11,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:55:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3006.928675889638,1501,-76.6420357,39.3065207,66,"c(-76.6420357, 39.3065207)"
24510150200,western_h,42,2025-01-17T12:00:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:42:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3676.5884209830397,1502,-76.6489357,39.3091697,67,"c(-76.6489357, 39.3091697)"
24510150300,western_h,42,2025-01-17T12:00:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:42:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3144.7887727924267,1503,-76.6523857,39.3082867,68,"c(-76.6523857, 39.3082867)"
24510150400,western_h,38,2025-01-17T12:10:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:48:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3984.4960024505385,1504,-76.6512357,39.3109357,69,"c(-76.6512357, 39.3109357)"
24510150500,western_h,33,2025-01-17T12:10:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:43:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,4344.701264208127,1505,-76.6592857,39.3259467,70,"c(-76.6592857, 39.3259467)"
24510150600,western_h,46,2025-01-17T12:00:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:46:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3212.204126633773,1506,-76.6627357,39.3109357,71,"c(-76.6627357, 39.3109357)"
24510150701,western_h,35,2025-01-17T12:10:00Z,TRUE,407,407,Western High,Traditional,9 - 12,5,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:45:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3203.2035432430735,1507.01,-76.6742357,39.3215317,72,"c(-76.6742357, 39.3215317)"
24510150702,western_h,47,2025-01-17T12:00:00Z,TRUE,407,407,Western High,Traditional,9 - 12,13,08:00:00,14:50:00,"c(-76.6425979, 39.3471612)",2025-01-17T12:47:00Z,Western H,1328,baltimore polytechnic institute,4600 falls road,407,4600 Falls Road,21209,"list(list(c(-5597160.79094542, -5597145.71199816, -5597143.58311516, -5597061.02775973, -5596954.22546027, -5596826.15759201, -5596780.92510398, -5596962.51175133, -5597179.64249553, -5597246.46801336, -5597515.06192969, -5597525.35855985, -5597642.45419165, -5597645.39392801, -5597661.89847451, -5597661.78946173, -5597709.93136312, -5597741.82494368, -5597725.76904999, -5597707.30966648, -5597702.52889423, -5597702.18839579, -5597701.33626402, -5597712.00342567, -5597712.31317357, -5597723.42605418, 
-5597720.73679512, -5597720.60267168, -5597612.41668186, -5597577.22815783, -5597566.33414228, -5597476.77605019, -5597418.14924041, -5597325.8560021, -5597185.92798391, -5597177.40098439, -5597160.79094542, 1657309.17287577, 1657296.52132823, 1657294.72878009, 1657225.45557856, 1657353.0903251, 1657224.29943918, 1657178.81227904, 1656999.21837416, 1656788.40189138, 1656723.51758189, 1656450.03614803, 1656439.5515789, 1656317.00571529, 1656319.56377732, 1656333.92789588, 1656342.04731066, 1656346.78773057, 
1656304.32259808, 1656459.55994941, 1656638.00168987, 1656684.21095623, 1656687.50176388, 1656695.75997161, 1656742.39504368, 1656743.74813603, 1656792.04450124, 1656886.7292187, 1656891.45677036, 1657048.12743233, 1657134.29524433, 1657139.4712819, 1657098.28926156, 1657070.31238012, 1657106.2702853, 1657292.44551882, 1657289.70649247, 1657309.17287577)))","c(-76.6425979, 39.3471612)",39.347161199999995,-76.6425979,3617.1133528632913,1507.02,-76.6730857,39.3118187,73,"c(-76.6730857, 39.3118187)"
